patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1700236A,1929-01-29,Assighqs to w,"['PROPN', 'ADP', 'ADP']",[],1,0,3,"['assighqs', 'to', 'w']",1
US1703512A,1926-10-30,Process of photographic etching and light-sensitive resist therefor,"['PROPN', 'ADP', 'ADJ', 'VERB', 'CCONJ', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP']",[],1,0,11,"['process', 'of', 'photographic', 'etching', 'and', 'light-sensitive', 'resist', 'therefor']",1
US1703902A,1927-03-10,Process of vulcanizing rubber and product therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,8,"['process', 'of', 'vulcanizing', 'rubber', 'and', 'product', 'therefrom']",1
US1707395A,1920-02-10,Method of burning argillaceous material and product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,10,"['method', 'of', 'burning', 'argillaceous', 'material', 'and', 'product', 'resulting', 'therefrom']",1
US1707989A,1923-02-10,Apparatus for inspecting the interiors of shoes and removing tacks therefrom,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,12,"['apparatus', 'for', 'inspecting', 'the', 'interiors', 'of', 'shoes', 'and', 'removing', 'tacks', 'therefrom']",1
US1709152A,1926-07-31,Belt idler,"['PROPN', 'ADP']",[],1,0,3,"['belt', 'idler']",1
US1710977A,1924-02-15,Method of and apparatus for producing felt and product obtained therefrom,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,12,"['method', 'of', 'and', 'apparatus', 'for', 'producing', 'felt', 'and', 'product', 'obtained', 'therefrom']",1
US1711236A,1921-06-09,Method and apparatus for indicating the head of a liquid body or the flow therefrom,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP']",[],1,0,16,"['method', 'and', 'apparatus', 'for', 'indicating', 'the', 'head', 'of', 'a', 'liquid', 'body', 'or', 'the', 'flow', 'therefrom']",1
US1713171A,1928-01-18,Belt-operated motor cut-out,"['PROPN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'ADP']",[],1,0,8,"['belt-operated', 'motor', 'cut-out']",1
US1716395A,1926-06-07,Process of making refractory composition and articles therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,9,"['process', 'of', 'making', 'refractory', 'composition', 'and', 'articles', 'therefrom']",1
