patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US105549A,1870-07-19,And james h,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'james', 'h']",0,1
US105616A,1870-07-19,And thomas l,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'thomas', 'l']",0,1
US108228A,1870-10-11,And james l,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'james', 'l']",0,1
US108424A,1870-10-18,And james l,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'james', 'l']",0,1
US133476A,1872-11-26,And henry s,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'henry', 's']",0,1
US134053A,1872-12-17,In electro-magnetic annunciators for hotels,"['ADP', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,"['in', 'electro-magnetic', 'annunciators', 'for', 'hotels']",0,1
US142330A,1873-09-02,And joseph h,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'joseph', 'h']",0,1
US100251A,1870-03-01,of mansfield,"['ADP', 'NOUN']",[],0,0,2,"['of', 'mansfield']",0,1
US100453A,1870-03-01,of middletown,"['ADP', 'NOUN']",[],0,0,2,"['of', 'middletown']",0,1
US101095A,1870-03-22,of windsor,"['ADP', 'NOUN']",[],0,0,2,"['of', 'windsor']",0,1
US101243A,1870-03-29,of mossy creek,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,"['of', 'mossy', 'creek']",0,1
US101268A,1870-03-29,For fire,"['ADP', 'NOUN']",[],0,0,2,"['for', 'fire']",0,1
US101748A,1870-04-12,of worcester,"['ADP', 'NOUN']",[],0,0,2,"['of', 'worcester']",0,1
US101965A,1870-04-12,In ptohacss,"['ADP', 'NOUN']",[],0,0,2,"['in', 'ptohacss']",0,1
US102558A,1870-05-03,Than t,"['ADP', 'NOUN']",[],0,0,2,"['than', 't']",0,1
US102915A,1870-05-10,Of burlington,"['ADP', 'NOUN']",[],0,0,2,"['of', 'burlington']",0,1
US102970A,1870-05-10,Of brooklyn,"['ADP', 'NOUN']",['GPE'],0,0,2,"['of', 'brooklyn']",0,1
US103076A,1870-05-17,To themselves,"['ADP', 'PRON']",[],0,0,2,"['to', 'themselves']",0,1
US103471A,1870-05-24,And loop-retaining comb for knitting-ma,"['CCONJ', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,9,"['and', 'loop-retaining', 'comb', 'for', 'knitting-ma']",0,1
US104818A,1870-06-28,And washing fabrics,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,"['and', 'washing', 'fabrics']",0,1
US105502A,1870-07-19,In concrete pavement,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,"['in', 'concrete', 'pavement']",0,1
US105560A,1870-07-19,And beautifying crystallized salts upon,"['CCONJ', 'VERB', 'VERB', 'NOUN', 'SCONJ']",[],0,0,5,"['and', 'beautifying', 'crystallized', 'salts', 'upon']",0,1
US106098A,1870-08-02,And closing envelopes,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,"['and', 'closing', 'envelopes']",0,1
US106220A,1870-08-09,Morrill a,"['ADP', 'PRON']",[],0,0,2,"['morrill', 'a']",0,1
US106487A,1870-08-16,For wire riggings,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,"['for', 'wire', 'riggings']",0,1
US106521A,1870-08-16,of ed in burg,"['ADP', 'NOUN', 'ADP', 'NOUN']",[],0,0,4,"['of', 'ed', 'in', 'burg']",0,1
US106584A,1870-08-23,Or tawing skins,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,"['or', 'tawing', 'skins']",0,1
US107091A,1870-09-06,And marking,"['CCONJ', 'VERB']",[],0,0,2,"['and', 'marking']",0,1
US107169A,1870-09-06,And screening ores and fer,"['CCONJ', 'VERB', 'NOUN', 'CCONJ', 'NOUN']",[],0,0,5,"['and', 'screening', 'ores', 'and', 'fer']",0,1
US107823A,1870-09-27,In gftaln-binders,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,"['in', 'gftaln-binders']",0,1
US107933A,1870-10-04,In grain-binders,"['ADP', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,4,"['in', 'grain-binders']",0,1
US108245A,1870-10-11,To him,"['ADP', 'PRON']",[],0,0,2,"['to', 'him']",0,1
US109341A,1870-11-15,And dyeing,"['CCONJ', 'VERB']",[],0,0,2,"['and', 'dyeing']",0,1
