patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US100067A,1870-02-22,Improvement in ficttyre envelopes,"['NOUN', 'ADP', 'PROPN', 'NOUN']",[],1,0,4,"['improvement', 'in', 'ficttyre', 'envelopes']",0,0,{'ficttyre'},1
US100120A,1870-02-22,Improvement in feather renovators,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'feather-renovators']",0,0,{'renovators'},1
US100131A,1870-02-22,James balleny elkington,"['PROPN', 'NOUN', 'PROPN']",['PERSON'],1,1,3,"['james', 'balleny', 'elkington']",0,0,"{'elkington', 'balleny'}",1
US100169A,1870-02-22,Harris harding margeson,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['harris', 'harding', 'margeson']",0,0,{'margeson'},1
US100186A,1870-02-22,Improvement in caps fqr metallic cans,"['NOUN', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'NOUN']",[],1,0,6,"['improvement', 'in', 'caps', 'fqr', 'metallic', 'cans']",0,0,{'fqr'},1
US100192A,1870-02-22,photo l tkogrjfher,"['PROPN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,4,"['photo-l', 'tkogrjfher']",0,0,"{'tkogrjfher', 'l'}",1
US100249A,1870-03-01,N peters,"['NOUN', 'PUNCT', 'PROPN']",[],1,0,3,['n-peters'],0,0,{'n'},1
US100267A,1870-03-01,Edward mortimer deey,"['PROPN', 'NOUN', 'VERB']",['PERSON'],1,1,3,"['edward', 'mortimer', 'deey']",0,0,{'deey'},1
US100296A,1870-03-01,Ments to samuel b,"['NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,4,"['ments', 'to', 'samuel', 'b']",0,0,"{'ments', 'b'}",1
US100347A,1870-03-01,Improved fertilize from excrementrs,"['ADJ', 'VERB', 'ADP', 'PROPN']",[],1,0,4,"['improved', 'fertilize', 'from', 'excrementrs']",0,0,{'excrementrs'},1
US100397A,1870-03-01,Thomas fostee hamilton,"['PROPN', 'NOUN', 'VERB']","['PERSON', 'PERSON']",1,1,3,"['thomas', 'fostee', 'hamilton']",0,0,{'fostee'},1
US100404A,1870-03-01,Self and j,"['NOUN', 'CCONJ', 'PROPN']",[],1,0,3,"['self', 'and', 'j']",0,0,{'j'},1
US100424A,1870-03-01,Improved kiln for anne aliwg glass,"['ADJ', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'NOUN']",[],1,0,6,"['improved', 'kiln', 'for', 'anne', 'aliwg', 'glass']",0,0,{'aliwg'},1
US100462A,1870-03-01,Georoe miller sternberg,"['PROPN', 'NOUN', 'NOUN']",['ORG'],1,0,3,"['georoe', 'miller', 'sternberg']",0,0,"{'georoe', 'sternberg'}",1
US100482A,1870-03-01,Improvement in gttn carriag es,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,7,"['improvement', 'in', 'gttn-carriag-es']",0,0,"{'gttn', 'carriag'}",1
US100487A,1870-03-01,Improved barber s chair,"['VERB', 'PROPN', 'PART', 'NOUN']",[],1,0,4,"['improved', 'barber', 's', 'chair']",0,0,{'s'},1
US100522A,1870-03-08,Louis gehlen,"['PROPN', 'PUNCT', 'VERB']",[],1,0,3,['louis-gehlen'],0,0,{'gehlen'},1
US100546A,1870-03-08,"Improvement in presses tor hat, cotton","['NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,7,"['improvement', 'in', 'presses', 'tor', 'hat,', 'cotton']",0,0,"{'hat,'}",1
US100638A,1870-03-08,"Improved tablet, token, or check, to be used in life insurance","['ADJ', 'PROPN', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'VERB', 'PUNCT', 'PART', 'AUX', 'VERB', 'ADP', 'NOUN', 'NOUN']",[],1,0,14,"['improved', 'tablet,', 'token,', 'or', 'check,', 'to', 'be', 'used', 'in', 'life', 'insurance']",0,0,"{'tablet,', 'check,', 'token,'}",1
US100653A,1870-03-08,Bufus spaulding merbill,"['PROPN', 'VERB', 'NOUN']",['PERSON'],1,1,3,"['bufus', 'spaulding', 'merbill']",0,0,"{'merbill', 'bufus'}",1
US100667A,1870-03-08,William russel prince,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3,"['william', 'russel', 'prince']",0,0,{'russel'},1
US100725A,1870-03-15,"Improved enamel for clay gas retorts, burners, tiles","['ADJ', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,11,"['improved', 'enamel', 'for', 'clay', 'gas-retorts,', 'burners,', 'tiles']",0,0,"{'burners,', 'retorts,'}",1
US100749A,1870-03-15,Ambrose gir a udat,"['PROPN', 'VERB', 'DET', 'NOUN']",[],1,0,4,"['ambrose', 'gir', 'a', 'udat']",0,0,{'udat'},1
US100803A,1870-03-15,John calvin rankin,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['john', 'calvin', 'rankin']",0,0,{'rankin'},1
