patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US3200003A,1962-01-11,Process for impregnating wood with pentachlorophenol and composition therefor,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,10,"['process', 'for', 'impregnating', 'wood', 'with', 'pentachlorophenol', 'and', 'composition', 'therefor']",1
US3200177A,1963-04-04,Method of forming concrete articles and slip forming machine therefor,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'VERB', 'NOUN', 'ADP']",[],1,0,11,"['method', 'of', 'forming', 'concrete', 'articles', 'and', 'slip', 'forming', 'machine', 'therefor']",1
US3201252A,1961-10-09,Gelatin compositions containing salts of half esters of sulfosuccinic acid as coating aids therefor,"['PROPN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP']","['NORP', 'CARDINAL']",1,0,15,"['gelatin', 'compositions', 'containing', 'salts', 'of', 'half', 'esters', 'of', 'sulfosuccinic', 'acid', 'as', 'coating', 'aids', 'therefor']",1
US3201357A,1962-04-25,Vinylation reactions and mercuric salt cation exchange catalysts therefor,"['NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADP']",[],1,0,10,"['vinylation', 'reactions', 'and', 'mercuric', 'salt', 'cation', 'exchange', 'catalysts', 'therefor']",1
US3201368A,1960-10-25,Polyolefins stabilized with an (alkylphenol) monosulphide and a nickel alkoxide,"['PROPN', 'VERB', 'ADP', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP']",['ORG'],1,0,13,"['polyolefins', 'stabilized', 'with', 'an', '(alkylphenol)', 'monosulphide', 'and', 'a', 'nickel', 'alkoxide']",1
US3201393A,1962-01-31,"3-keto-5', 6'-dihydro androstane-[17, 16alpha-c]-pyrans and compounds produced therefrom","['NUM', 'PUNCT', 'SPACE', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']","['QUANTITY', 'PRODUCT', 'CARDINAL']",1,0,16,"[""3-keto-5',"", ""6'-dihydro"", 'androstane-[17,', '16alpha-c]-pyrans', 'and', 'compounds', 'produced', 'therefrom']",1
US3201429A,1958-07-12,"17, 21-diesters of 6alpha, 16alpha-dimethyl-delta4-pregnen-17alpha-21-diol-3, 20-dione and process therefor","['NUM', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'SPACE', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP']","['CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL']",1,0,25,"['17,', '21-diesters', 'of', '6alpha,', '16alpha-dimethyl-delta4-pregnen-17alpha-21-diol-3,', '20-dione', 'and', 'process', 'therefor']",1
US3201516A,1961-02-06,Capsule-enclosed electro-acoustic transducer and transistor amplifier,"['PROPN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,11,"['capsule-enclosed', 'electro-acoustic', 'transducer', 'and', 'transistor', 'amplifier']",1
US3201672A,1960-05-23,Pulsating d.-c. bias circuit for transistorized servo amplifier,"['VERB', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,10,"['pulsating', 'd.-c.', 'bias', 'circuit', 'for', 'transistorized', 'servo', 'amplifier']",1
US3202406A,1960-07-27,Furnace apparatus and conveyor therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",['ORG'],1,0,6,"['furnace', 'apparatus', 'and', 'conveyor', 'therefor']",1
US3202475A,1963-05-15,Method for collecting zirconium tetrachloride,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,6,"['method', 'for', 'collecting', 'zirconium', 'tetrachloride']",1
US3202644A,1964-12-11,Surface treated carbon black as polymerization catalyst and method of polymerization therewith,"['PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,13,"['surface', 'treated', 'carbon', 'black', 'as', 'polymerization', 'catalyst', 'and', 'method', 'of', 'polymerization', 'therewith']",1
US3202645A,1964-12-16,Surface treated inorganic solid polymerization catalyst and method of polymerization therewith,"['PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,12,"['surface', 'treated', 'inorganic', 'solid', 'polymerization', 'catalyst', 'and', 'method', 'of', 'polymerization', 'therewith']",1
US3203615A,1963-02-21,"Carton having a dispensing facility, and carton blank therefor","['PROPN', 'VERB', 'DET', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'PROPN', 'ADP']",['GPE'],1,0,11,"['carton', 'having', 'a', 'dispensing', 'facility,', 'and', 'carton', 'blank', 'therefor']",1
US3204826A,1964-05-12,Condiment holders and support therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,6,"['condiment', 'holders', 'and', 'support', 'therefor']",1
US3205133A,1961-09-27,"Nu, nu'-bis-(heterocyclicaminoalkyl)-alkylenediamines and therapeutic uses therefor","['PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP']",[],1,0,8,"['nu,', ""nu'-bis-(heterocyclicaminoalkyl)-alkylenediamines"", 'and', 'therapeutic', 'uses', 'therefor']",1
US3205449A,1963-06-21,D.c. pumped electrostatically focused parametric amplifier,"['PROPN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADP']",['PERSON'],1,1,8,"['d.c.', 'pumped', 'electrostatically', 'focused', 'parametric', 'amplifier']",1
US3206371A,1962-12-28,Method of operating a reactor during start-up or shut-down,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'VERB', 'PUNCT', 'ADP']",[],1,0,14,"['method', 'of', 'operating', 'a', 'reactor', 'during', 'start-up', 'or', 'shut-down']",1
US3207100A,1963-02-28,Shelf brackets and assemblies therewith,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,6,"['shelf', 'brackets', 'and', 'assemblies', 'therewith']",1
US3208134A,1961-11-30,Method of replacing worn parts in automobile assemblies and the tools therefor,"['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'CCONJ']",[],1,0,13,"['method', 'of', 'replacing', 'worn', 'parts', 'in', 'automobile', 'assemblies', 'and', 'the', 'tools', 'therefor']",1
US3208523A,1962-03-01,Method of recovering lost circulation in drilling wells and fluid therefor,"['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,12,"['method', 'of', 'recovering', 'lost', 'circulation', 'in', 'drilling', 'wells', 'and', 'fluid', 'therefor']",1
US3209136A,1963-05-28,Remote control movement system including a unit for variably positioning a light source device and a controller therefor,"['PROPN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP']",[],1,0,19,"['remote', 'control', 'movement', 'system', 'including', 'a', 'unit', 'for', 'variably', 'positioning', 'a', 'light', 'source', 'device', 'and', 'a', 'controller', 'therefor']",1
US3209495A,1962-08-27,Belt abrader,"['PROPN', 'ADP']",[],1,0,3,"['belt', 'abrader']",1
US3209650A,1963-04-30,Gun perforator and explosive projectile therefor,"['PROPN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP']",[],1,0,7,"['gun', 'perforator', 'and', 'explosive', 'projectile', 'therefor']",1
US3209775A,1962-12-07,Bias device for pure fluid amplifier,"['PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP']",['PERSON'],1,1,7,"['bias', 'device', 'for', 'pure', 'fluid', 'amplifier']",1
US3209976A,1963-09-03,Hem pinning implement,"['PROPN', 'VERB', 'ADP']",['PERSON'],1,1,4,"['hem', 'pinning', 'implement']",1
US3210231A,1960-06-03,Apparatus for securing a plurality of units in abutting relationship with one another,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NUM', 'DET']",[],1,0,14,"['apparatus', 'for', 'securing', 'a', 'plurality', 'of', 'units', 'in', 'abutting', 'relationship', 'with', 'one', 'another']",1
US3210317A,1960-06-15,Crystalline polyolefins stabilized with tetrapropenylsuccinic anhydride,"['PROPN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'ADP']",['ORG'],1,0,7,"['crystalline', 'polyolefins', 'stabilized', 'with', 'tetrapropenylsuccinic', 'anhydride']",1
US3210341A,1963-03-29,"9, 11-epoxy-6-fluoro-delta4, 16-pregnadienes and products produced therefrom","['NUM', 'PUNCT', 'NUM', 'PUNCT', 'SPACE', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']","['CARDINAL', 'CARDINAL', 'CARDINAL']",1,0,18,"['9,', '11-epoxy-6-fluoro-delta4,', '16-pregnadienes', 'and', 'products', 'produced', 'therefrom']",1
US3210398A,1963-01-14,Pentaerythritol bis-hydrogen thiophosphite and process therefor,"['PROPN', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",['PERSON'],1,1,9,"['pentaerythritol', 'bis-hydrogen', 'thiophosphite', 'and', 'process', 'therefor']",1
US3210478A,1962-10-16,Communication switching system and outlet testing circuit arrangement therefor,"['NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADP']",[],1,0,10,"['communication', 'switching', 'system', 'and', 'outlet', 'testing', 'circuit', 'arrangement', 'therefor']",1
US3210587A,1962-10-16,Lamp mount and component therefor,"['PROPN', 'PROPN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,6,"['lamp', 'mount', 'and', 'component', 'therefor']",1
US3210678A,1962-08-09,Feedback stabilized direct coupled amplifier,"['PROPN', 'VERB', 'ADJ', 'VERB', 'ADP']",[],1,0,6,"['feedback', 'stabilized', 'direct', 'coupled', 'amplifier']",1
US3211421A,1961-09-18,Rotary plug valve and seat therefor,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,7,"['rotary', 'plug', 'valve', 'and', 'seat', 'therefor']",1
US3212181A,1962-05-14,Method of locating drill jig parts in making a drill jig,"['PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP']",[],1,0,12,"['method', 'of', 'locating', 'drill', 'jig', 'parts', 'in', 'making', 'a', 'drill', 'jig']",1
US3212428A,1960-04-21,Baling structure and venting means therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP']",[],1,0,7,"['baling', 'structure', 'and', 'venting', 'means', 'therefor']",1
US3212433A,1960-04-21,Baling structure and controls therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,6,"['baling', 'structure', 'and', 'controls', 'therefor']",1
US3213044A,1957-01-22,Process of preparing a resinous microcapillary body and product obtained therefrom,"['PROPN', 'ADP', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,12,"['process', 'of', 'preparing', 'a', 'resinous', 'microcapillary', 'body', 'and', 'product', 'obtained', 'therefrom']",1
US3213434A,1961-06-12,Mono-selected matrix and storage element therefor,"['PROPN', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP']",[],1,0,9,"['mono-selected', 'matrix', 'and', 'storage', 'element', 'therefor']",1
