patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US3208905A,1963-03-12,"N, n'-alkylene-bis-1-aziridine carboximides as insects sterilants","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",['GPE'],1,0,12,"['n,', ""n'-alkylene-bis-1-aziridine"", 'carboximides', 'as', 'insects', 'sterilants']",0,1
US3236844A,1962-02-02,"N, beta-disubstituted and phenethyl piperidines","['CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'CCONJ', 'PROPN', 'NOUN']",[],1,0,9,"['n,', 'beta-disubstituted', 'and', 'phenethyl', 'piperidines']",0,1
US3236981A,1963-11-21,By-pass switch with pivoted contacts and arc prevention apparatus,"['ADP', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN']",[],1,0,12,"['by-pass', 'switch', 'with', 'pivoted', 'contacts', 'and', 'arc', 'prevention', 'apparatus']",0,1
US3238524A,1962-12-21,"In line brushes for drum type encoders for true ""v"" scan application for true binary code","['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN']",[],1,0,19,"['in', 'line', 'brushes', 'for', 'drum', 'type', 'encoders', 'for', 'true', '""v""', 'scan', 'application', 'for', 'true', 'binary', 'code']",0,1
US3240342A,1961-11-06,In-line removable filter assembly,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'PROPN']",[],1,0,7,"['in-line', 'removable', 'filter', 'assembly']",0,1
US3242157A,1962-12-20,In situ formic acid epoxidation of butadiene/alkyl aromatic copolymers with a boric acid catalyst,"['ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'SYM', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN']",[],1,0,17,"['in', 'situ', 'formic', 'acid', 'epoxidation', 'of', 'butadiene/alkyl', 'aromatic', 'copolymers', 'with', 'a', 'boric', 'acid', 'catalyst']",0,1
US3256835A,1963-01-28,Through-running suction and pressure piston pump,"['ADP', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'VERB']",[],1,0,9,"['through-running', 'suction', 'and', 'pressure', 'piston', 'pump']",0,1
US3269294A,1963-08-24,Between-the-lens shutter assembly,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'PROPN']",[],1,0,8,"['between-the-lens', 'shutter', 'assembly']",0,1
US3201791A,1964-02-13,Near miss distance scoring system using doppler effect,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN']",[],0,0,9,"['near', 'miss', 'distance', 'scoring', 'system', 'using', 'doppler', 'effect']",0,1
US3201982A,1962-05-24,In-vehicle dynamometer,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['in-vehicle', 'dynamometer']",0,1
US3204178A,1961-09-26,Amplifier input control circuits,"['ADP', 'NOUN', 'NOUN', 'NOUN']",['PERSON'],0,1,5,"['amplifier', 'input', 'control', 'circuits']",0,1
US3205079A,1962-03-29,Semicrystalline ceramic body and method of making it,"['ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'PRON']",[],0,0,9,"['semicrystalline', 'ceramic', 'body', 'and', 'method', 'of', 'making', 'it']",0,1
US3205312A,1960-12-23,Off-hook detector,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-hook', 'detector']",0,1
