patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US3108767A,1960-03-14,By-pass gas turbine engine with air bleed means,"['ADP', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'VERB']",[],1,0,11,"['by-pass', 'gas', 'turbine', 'engine', 'with', 'air', 'bleed', 'means']",0,1
US3123768A,1964-03-03,For analx a aperiodic waveforms,"['ADP', 'PROPN', 'DET', 'ADJ', 'NOUN']",[],1,0,5,"['for', 'analx', 'a', 'aperiodic', 'waveforms']",0,1
US3138722A,1960-10-27,On-time silicon controlled rectifier circuit,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'PROPN']",[],1,0,8,"['on-time', 'silicon', 'controlled', 'rectifier', 'circuit']",0,1
US3163495A,1962-05-02,"In the recovery of chemicals from the incineration of waste black liquor, the method f eliminating noxious compounds entrained in the combustion gas","['ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN']",[],1,0,25,"['in', 'the', 'recovery', 'of', 'chemicals', 'from', 'the', 'incineration', 'of', 'waste', 'black', 'liquor,', 'the', 'method', 'f', 'eliminating', 'noxious', 'compounds', 'entrained', 'in', 'the', 'combustion', 'gas']",0,1
US3184478A,1962-04-04,"N, n'-bis(trifluoroacetyl)actinospectacin and the 9-trifluoroacetyl thereof","['CCONJ', 'PUNCT', 'PROPN', 'CCONJ', 'DET', 'NUM', 'PUNCT', 'NOUN', 'ADV']",['CARDINAL'],1,0,10,"['n,', ""n'-bis(trifluoroacetyl)actinospectacin"", 'and', 'the', '9-trifluoroacetyl', 'thereof']",0,1
US3186467A,1964-03-12,Off center traction grip device,"['ADP', 'NOUN', 'PROPN', 'NOUN', 'NOUN']",[],1,0,6,"['off', 'center', 'traction', 'grip', 'device']",0,1
US3198100A,1960-10-29,Between-the-lens shutter for singlelens reflex cameras,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'VERB']",[],1,0,11,"['between-the-lens', 'shutter', 'for', 'singlelens', 'reflex', 'cameras']",0,1
US3100161A,1963-08-06,Like ist of coating material,"['ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,5,"['like', 'ist', 'of', 'coating', 'material']",0,1
US3100627A,1957-04-03,By-pass gas-turbine engine,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,8,"['by-pass', 'gas-turbine', 'engine']",0,1
US3101450A,1955-03-30,Amplifier comprising time dependent reactors,"['ADP', 'VERB', 'NOUN', 'ADJ', 'NOUN']",['PERSON'],0,1,6,"['amplifier', 'comprising', 'time', 'dependent', 'reactors']",0,1
US3101743A,1962-05-09,Inside repair clamp,"['ADP', 'NOUN', 'VERB']",[],0,0,4,"['inside', 'repair', 'clamp']",0,1
US3102590A,1961-06-12,By-pass treaters,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['by-pass', 'treaters']",0,1
US3103350A,1961-08-25,Through-axle spring installation,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['through-axle', 'spring', 'installation']",0,1
US3103571A,1963-09-10,To pulling,"['ADP', 'VERB']",[],0,0,2,"['to', 'pulling']",0,1
US3104276A,1959-06-02,Through-bolt joint for bus duct,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,"['through-bolt', 'joint', 'for', 'bus', 'duct']",0,1
US3104843A,1960-06-11,Or reproducing,"['CCONJ', 'VERB']",[],0,0,3,"['or', 'reproducing']",0,1
US3105596A,1962-05-28,Off bearer,"['ADP', 'NOUN']",[],0,0,3,"['off', 'bearer']",0,1
US3108821A,1963-05-17,Over steering assembly for towed vehicles,"['ADP', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,7,"['over', 'steering', 'assembly', 'for', 'towed', 'vehicles']",0,1
US3109265A,1962-01-18,In-process workpiece gaging device,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,7,"['in-process', 'workpiece', 'gaging', 'device']",0,1
US3109981A,1960-06-24,Over-voltage protective circuit,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN']",[],0,0,6,"['over-voltage', 'protective', 'circuit']",0,1
US3110479A,1962-01-15,Around-the-corner cable guide,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,"['around-the-corner', 'cable', 'guide']",0,1
US3111987A,1961-11-15,In-situ generation of miscible gas bank,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,9,"['in-situ', 'generation', 'of', 'miscible', 'gas', 'bank']",0,1
US3112911A,1962-08-31,Over door hanger,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,"['over', 'door', 'hanger']",0,1
US3112980A,1959-09-18,In-flight aircraft angle of attack calibrator,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,9,"['in-flight', 'aircraft', 'angle', 'of', 'attack', 'calibrator']",0,1
US3114052A,1959-03-02,Nor logic switching circuit having substantially constant output voltage characteristic,"['CCONJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ']",[],0,0,11,"['nor', 'logic', 'switching', 'circuit', 'having', 'substantially', 'constant', 'output', 'voltage', 'characteristic']",0,1
US3114313A,1959-10-06,On-off impression mechanism for two cylinder printing presses,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'VERB']",['CARDINAL'],0,0,11,"['on-off', 'impression', 'mechanism', 'for', 'two', 'cylinder', 'printing', 'presses']",0,1
US3114499A,1962-05-29,After-hour depository,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['after-hour', 'depository']",0,1
US3115929A,1959-12-28,In-situ combustion process using a surfactant,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ']",[],0,0,9,"['in-situ', 'combustion', 'process', 'using', 'a', 'surfactant']",0,1
US3116792A,1959-07-27,In situ combustion process,"['ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,5,"['in', 'situ', 'combustion', 'process']",0,1
US3119046A,1958-05-15,Off-on indicator for three-way switch circuit,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",['CARDINAL'],0,0,11,"['off-on', 'indicator', 'for', 'three-way', 'switch', 'circuit']",0,1
US3120106A,1959-01-22,Off shore moorings,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,"['off', 'shore', 'moorings']",0,1
US3123380A,1964-03-03,Or heavy objects,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,"['or', 'heavy', 'objects']",0,1
US3123782A,1964-03-03,Around the mast rotary coupling having shielded stator,"['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'VERB', 'NOUN']",[],0,0,8,"['around', 'the', 'mast', 'rotary', 'coupling', 'having', 'shielded', 'stator']",0,1
US3124716A,1959-10-08,In image pickup tubes of the vidicon type,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN']",[],0,0,8,"['in', 'image', 'pickup', 'tubes', 'of', 'the', 'vidicon', 'type']",0,1
US3125263A,1964-03-17,And dispenser,"['CCONJ', 'NOUN']",[],0,0,2,"['and', 'dispenser']",0,1
US3125944A,1964-03-24,Or register,"['CCONJ', 'VERB']",[],0,0,2,"['or', 'register']",0,1
US3126002A,1964-03-24,Or mouth protector,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,"['or', 'mouth', 'protector']",0,1
US3127082A,1964-03-31,And like cartoxing m materials,"['CCONJ', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],0,0,5,"['and', 'like', 'cartoxing', 'm', 'materials']",0,1
US3127339A,1964-03-31,With long on-stream period,"['ADP', 'ADJ', 'ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,6,"['with', 'long', 'on-stream', 'period']",0,1
US3127935A,1960-04-08,"In situ combustion for oil recovery in tar sands, oil shales and conventional petroleum reservoirs","['ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN']",[],0,0,17,"['in', 'situ', 'combustion', 'for', 'oil', 'recovery', 'in', 'tar', 'sands,', 'oil', 'shales', 'and', 'conventional', 'petroleum', 'reservoirs']",0,1
US3128161A,1962-09-24,After shower body drier,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,"['after', 'shower', 'body', 'drier']",0,1
US3128433A,1960-04-07,T.w.t. frequency changer utilizing induced generation of modulation signal,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,11,"['t.w.t.', 'frequency', 'changer', 'utilizing', 'induced', 'generation', 'of', 'modulation', 'signal']",0,1
US3128604A,1960-05-16,Off shore drilling rig,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,"['off', 'shore', 'drilling', 'rig']",0,1
US3129473A,1960-11-09,Through-plug mold stool,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['through-plug', 'mold', 'stool']",0,1
US3132455A,1961-11-20,In-feed mechanism for container capping machines,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN']",[],0,0,9,"['in-feed', 'mechanism', 'for', 'container', 'capping', 'machines']",0,1
US3133174A,1960-10-21,Over center electrical flasher switch,"['ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN']",[],0,0,6,"['over', 'center', 'electrical', 'flasher', 'switch']",0,1
US3134784A,1962-06-15,"N,n'-diethylene-n""-(1,3,4-thiadiazol-2-yl) phosphoramides","['CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'SPACE', 'PUNCT', 'NOUN', 'PUNCT', 'VERB']",[],0,0,12,"['n,n\'-diethylene-n""-(1,3,4-thiadiazol-2-yl)', 'phosphoramides']",0,1
US3135501A,1962-05-01,In situ potassium chloride recovery by selective solution,"['ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,9,"['in', 'situ', 'potassium', 'chloride', 'recovery', 'by', 'selective', 'solution']",0,1
US3136281A,1962-03-23,Through transom drive shaft mounting for inboard-outboard drive,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,11,"['through', 'transom', 'drive', 'shaft', 'mounting', 'for', 'inboard-outboard', 'drive']",0,1
US3136375A,1961-06-07,Down the hole drill,"['ADP', 'DET', 'NOUN', 'VERB']",[],0,0,5,"['down', 'the', 'hole', 'drill']",0,1
US3137347A,1960-05-09,In situ electrolinking of oil shale,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,7,"['in', 'situ', 'electrolinking', 'of', 'oil', 'shale']",0,1
US3138671A,1959-01-07,On-load transformer tap changer,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,7,"['on-load', 'transformer', 'tap', 'changer']",0,1
US3142800A,1960-12-27,In-phase current detection,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN']",[],0,0,6,"['in-phase', 'current', 'detection']",0,1
US3145970A,1962-07-31,Over-speed shut-off mechanism for turbines and the like,"['ADP', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'ADJ']",[],0,0,13,"['over-speed', 'shut-off', 'mechanism', 'for', 'turbines', 'and', 'the', 'like']",0,1
US3149151A,1960-03-22,Per-compounds of acylation products of phosphorous acid,"['ADP', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,10,"['per-compounds', 'of', 'acylation', 'products', 'of', 'phosphorous', 'acid']",0,1
US3149670A,1962-03-27,In-situ heating process,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['in-situ', 'heating', 'process']",0,1
US3150289A,1962-04-09,Out of service structure in meter sockets,"['ADP', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,"['out', 'of', 'service', 'structure', 'in', 'meter', 'sockets']",0,1
US3154164A,1961-10-12,Off-highway tractor,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-highway', 'tractor']",0,1
US3155958A,1962-01-29,Near receiver having reed detector and having fluid diaphragm time delay control of alarm,"['ADP', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,15,"['near', 'receiver', 'having', 'reed', 'detector', 'and', 'having', 'fluid', 'diaphragm', 'time', 'delay', 'control', 'of', 'alarm']",0,1
US3157357A,1962-01-03,By-pass thermostat valve arrangement,"['ADP', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'NOUN']",[],0,0,7,"['by-pass', 'thermostat', 'valve', 'arrangement']",0,1
