patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US600105A,1898-03-01,And charles m,"['CCONJ', 'PROPN', 'VERB']",[],1,0,3,"['and', 'charles', 'm']",0,1
US600143A,1898-03-08,And charles n,"['CCONJ', 'PROPN', 'X']",['PERSON'],1,1,3,"['and', 'charles', 'n']",0,1
US600847A,1898-03-15,And frederick l,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'frederick', 'l']",0,1
US601201A,1898-03-22,And alfred john bettles,"['CCONJ', 'ADJ', 'PROPN', 'NOUN']",['PERSON'],1,1,4,"['and', 'alfred', 'john', 'bettles']",0,1
US602017A,1898-04-05,And edward s,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'edward', 's']",0,1
US603406A,1898-05-03,And gilbert hunt mekibbin and boyd,"['CCONJ', 'PROPN', 'NOUN', 'PROPN', 'CCONJ', 'PROPN']",['PERSON'],1,1,6,"['and', 'gilbert', 'hunt', 'mekibbin', 'and', 'boyd']",0,1
US603608A,1898-05-03,And stephen s,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'stephen', 's']",0,1
US603778A,1898-05-10,And samuel everett,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'samuel', 'everett']",0,1
US603838A,1898-05-10,And james m,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'james', 'm']",0,1
US603902A,1898-05-10,And wilbur j,"['CCONJ', 'NOUN', 'PROPN']",[],1,0,3,"['and', 'wilbur', 'j']",0,1
US603989A,1898-05-10,And stockton borton,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'stockton', 'borton']",0,1
US604747A,1898-05-31,And william l,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'william', 'l']",0,1
US604897A,1898-05-31,And john a,"['CCONJ', 'PROPN', 'PRON']",[],1,0,3,"['and', 'john', 'a']",0,1
US605044A,1898-05-31,of san francisco,"['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,"['of', 'san', 'francisco']",0,1
US605165A,1898-06-07,And charles -f,"['CCONJ', 'PROPN', 'PUNCT']",[],1,0,3,"['and', 'charles', '-f']",0,1
US605250A,1898-06-07,And joseph loch,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'joseph', 'loch']",0,1
US605387A,1898-06-07,And edward breakell,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'edward', 'breakell']",0,1
US605964A,1898-06-21,And thomas j,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'thomas', 'j']",0,1
US606222A,1898-06-28,And clarence edwin,"['CCONJ', 'NOUN', 'PROPN']",[],1,0,3,"['and', 'clarence', 'edwin']",0,1
US606497A,1898-06-28,And samuel t,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'samuel', 't']",0,1
US606638A,1898-07-05,And walter everett,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'walter', 'everett']",0,1
US607174A,1898-07-12,And edward f,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'edward', 'f']",0,1
US607318A,1898-07-12,And henry w,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'henry', 'w']",0,1
US607767A,1898-07-19,And francis m,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'francis', 'm']",0,1
US608230A,1898-08-02,And john a,"['CCONJ', 'PROPN', 'PRON']",[],1,0,3,"['and', 'john', 'a']",0,1
US608660A,1898-08-09,And raymond andlauer,"['CCONJ', 'PROPN', 'ADV']",['PERSON'],1,1,3,"['and', 'raymond', 'andlauer']",0,1
US608819A,1898-08-09,To the american,"['ADP', 'DET', 'PROPN']",['NORP'],1,0,3,"['to', 'the', 'american']",0,1
US609387A,1898-08-16,And joseph reif,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'joseph', 'reif']",0,1
US610271A,1898-09-06,And william f,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'william', 'f']",0,1
US610400A,1898-09-06,And joseph m,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'joseph', 'm']",0,1
US611258A,1898-09-27,To the american,"['ADP', 'DET', 'PROPN']",['NORP'],1,0,3,"['to', 'the', 'american']",0,1
US611272A,1898-09-27,And thomas w,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'thomas', 'w']",0,1
US611631A,1898-10-04,And william g,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'william', 'g']",0,1
US611856A,1898-10-04,And frank m,"['CCONJ', 'PROPN', 'VERB']",[],1,0,3,"['and', 'frank', 'm']",0,1
US612291A,1898-10-11,And george d,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'george', 'd']",0,1
US612292A,1898-10-11,And george d,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'george', 'd']",0,1
US612859A,1898-10-25,And william m,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'william', 'm']",0,1
US612982A,1898-10-25,And john w,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'john', 'w']",0,1
US613371A,1898-11-01,And william g,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'william', 'g']",0,1
US613414A,1898-11-01,And samuel a,"['CCONJ', 'PROPN', 'PRON']",[],1,0,3,"['and', 'samuel', 'a']",0,1
US613982A,1898-11-08,And robert notes,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'robert', 'notes']",0,1
US614119A,1898-11-15,And john k,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'john', 'k']",0,1
US614247A,1898-11-15,And hugo goldsmith,"['CCONJ', 'PROPN', 'VERB']",['EVENT'],1,0,3,"['and', 'hugo', 'goldsmith']",0,1
US614427A,1898-11-15,And joseph k,"['CCONJ', 'PROPN', 'X']",['PERSON'],1,1,3,"['and', 'joseph', 'k']",0,1
US616625A,1898-12-27,And frederick leach,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'frederick', 'leach']",0,1
US616942A,1899-01-03,And adam koehler,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'adam', 'koehler']",0,1
US617470A,1899-01-10,And edwin baltzley,"['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,"['and', 'edwin', 'baltzley']",0,1
US617724A,1899-01-17,And martin smith and andrew johnson,"['CCONJ', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']","['PERSON', 'PERSON']",1,1,6,"['and', 'martin', 'smith', 'and', 'andrew', 'johnson']",0,1
US619177A,1899-02-07,And orlando g,"['CCONJ', 'PROPN', 'NOUN']",['GPE'],1,0,3,"['and', 'orlando', 'g']",0,1
US619277A,1899-02-14,To the american,"['ADP', 'DET', 'PROPN']",['NORP'],1,0,3,"['to', 'the', 'american']",0,1
US619547A,1899-02-14,And hugo tienning,"['CCONJ', 'PROPN', 'VERB']",['EVENT'],1,0,3,"['and', 'hugo', 'tienning']",0,1
US619962A,1899-02-21,And robert ruddy,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'robert', 'ruddy']",0,1
US620193A,1899-02-28,And william r,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'william', 'r']",0,1
US620746A,1899-03-07,And george o,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'george', 'o']",0,1
US620774A,1899-03-07,And joseph m,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'joseph', 'm']",0,1
US621107A,1899-03-14,And henry c,"['CCONJ', 'PROPN', 'AUX']",[],1,0,3,"['and', 'henry', 'c']",0,1
US621675A,1899-03-21,And walter s,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'walter', 's']",0,1
US621837A,1899-03-28,And gordon c,"['CCONJ', 'PROPN', 'AUX']",[],1,0,3,"['and', 'gordon', 'c']",0,1
US621994A,1899-03-28,And alexander dey,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'alexander', 'dey']",0,1
US622339A,1899-04-04,And joseph reif,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'joseph', 'reif']",0,1
US622452A,1899-04-04,And henry e,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'henry', 'e']",0,1
US622929A,1899-04-11,And joseph s,"['CCONJ', 'PROPN', 'PART']",['PERSON'],1,1,3,"['and', 'joseph', 's']",0,1
US623955A,1899-04-25,And benjamin t,"['CCONJ', 'ADJ', 'PROPN']",[],1,0,3,"['and', 'benjamin', 't']",0,1
US624006A,1899-05-02,And william e,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'william', 'e']",0,1
US624869A,1899-05-09,And james h,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'james', 'h']",0,1
US625076A,1899-05-16,And john f,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'john', 'f']",0,1
US625164A,1899-05-16,And edwin f,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'edwin', 'f']",0,1
