patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US3000945A,1957-10-30,"N,n'-bis-nitroalkyl-oxamides","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,8,"[""n,n'-bis-nitroalkyl-oxamides""]",0,1
US3043101A,1959-03-13,By-pass gas turbine engine employing reheat combustion,"['ADP', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'NOUN']",[],1,0,10,"['by-pass', 'gas', 'turbine', 'engine', 'employing', 'reheat', 'combustion']",0,1
US3069989A,1959-06-24,Between-the-lens shutter assembly,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'PROPN']",[],1,0,8,"['between-the-lens', 'shutter', 'assembly']",0,1
US3083467A,1959-09-22,Inside indicator bar,"['ADP', 'NOUN', 'PROPN']",[],1,0,4,"['inside', 'indicator', 'bar']",0,1
US3096373A,1956-04-30,"N, n'-bis (di-lower-alkylamino-loweralkyl) dicarboxylic acid amides","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB']",[],1,0,16,"['n,', ""n'-bis"", '(di-lower-alkylamino-loweralkyl)', 'dicarboxylic', 'acid', 'amides']",0,1
US3000005A,1957-10-29,Off-center indicator,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-center', 'indicator']",0,1
US3000013A,1959-09-08,Within-the-shoe sock,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,7,"['within-the-shoe', 'sock']",0,1
US3000336A,1957-01-02,Inside horn and suspending means,"['ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB']",[],0,0,6,"['inside', 'horn', 'and', 'suspending', 'means']",0,1
US3000441A,1958-07-18,In situ combustion,"['ADP', 'ADJ', 'NOUN']",[],0,0,4,"['in', 'situ', 'combustion']",0,1
US3001064A,1956-04-09,Over-the-horizon radio system having automatic frequency shift at predetermined signal-noise ratios,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,18,"['over-the-horizon', 'radio', 'system', 'having', 'automatic', 'frequency', 'shift', 'at', 'predetermined', 'signal-noise', 'ratios']",0,1
US3001313A,1960-02-11,Under-ice fishing device,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['under-ice', 'fishing', 'device']",0,1
US3001593A,1953-11-17,Off-shore drilling barge,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['off-shore', 'drilling', 'barge']",0,1
US3001594A,1954-05-04,Off-shore drill rig,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['off-shore', 'drill', 'rig']",0,1
US3002166A,1959-08-11,Inside-out attenuator for high-frequency coaxial lines,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'ADJ', 'NOUN']",[],0,0,11,"['inside-out', 'attenuator', 'for', 'high-frequency', 'coaxial', 'lines']",0,1
US3003085A,1958-03-11,By-pass and disconnect facilities for socket type meters,"['ADP', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,11,"['by-pass', 'and', 'disconnect', 'facilities', 'for', 'socket', 'type', 'meters']",0,1
US3004435A,1959-10-22,Over control linkage for governor,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,6,"['over', 'control', 'linkage', 'for', 'governor']",0,1
US3004595A,1958-03-21,In situ combustion of carbonaceous strata,"['ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,7,"['in', 'situ', 'combustion', 'of', 'carbonaceous', 'strata']",0,1
US3007520A,1957-10-28,In situ combustion technique,"['ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,5,"['in', 'situ', 'combustion', 'technique']",0,1
US3011617A,1961-01-17,By-pass arrangement for typewriter actions,"['ADP', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,"['by-pass', 'arrangement', 'for', 'typewriter', 'actions']",0,1
US3012658A,1959-06-26,Under car tool kit,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,"['under', 'car', 'tool', 'kit']",0,1
US3013020A,1958-01-24,"N,n'-bis-phenyl-alkylene-diamines","['CCONJ', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN']",[],0,0,10,"[""n,n'-bis-phenyl-alkylene-diamines""]",0,1
US3014377A,1960-09-19,Over center booster for a push rod,"['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN']",[],0,0,8,"['over', 'center', 'booster', 'for', 'a', 'push', 'rod']",0,1
US3015279A,1958-09-26,By-pass for pumping apparatus,"['ADP', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],0,0,7,"['by-pass', 'for', 'pumping', 'apparatus']",0,1
