patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1500004A,1923-08-14,Cotter pin expander and puller,"['ADJ', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'SPACE']",[],1,0,7,0,0,{'expander'},1
US1500204A,1921-07-19,Tie rod tightener and puller for concrete forms,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],1,0,10,0,0,{'tightener'},1
US1500272A,1923-06-23,Method of ornamenting stone,"['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'ornamenting'},1
US1500279A,1923-10-02,Method of and means for separating oil from the refrigerant in refrigerating systems,"['PROPN', 'ADP', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,14,0,0,{'refrigerating'},1
US1500289A,1921-08-30,Process for the production of an alkali metal sulphate and hydrochoric acid,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'PROPN', 'SPACE']",[],1,0,13,0,0,{'hydrochoric'},1
US1500303A,1923-07-03,Process of making resinous material from paraldehyde,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,8,0,0,"{'resinous', 'paraldehyde'}",1
US1500405A,1923-06-04,Thermostatically adjusted scale lever,"['ADV', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'thermostatically'},1
US1500510A,1923-04-30,Carrier for miners' battery boxes,"['PROPN', 'ADP', 'NOUN', 'PART', 'NOUN', 'NOUN', 'SPACE']",[],1,0,7,0,0,"{""miners'""}",1
US1500579A,1923-08-06,Tachometer drive,"['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'tachometer'},1
US1500621A,1921-09-23,Means and method for preparing rubber goods for vulcanization,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,10,0,0,{'vulcanization'},1
US1500700A,1922-07-06,Method of vulcanizing,"['PROPN', 'ADP', 'VERB', 'SPACE']",[],1,0,4,0,0,{'vulcanizing'},1
US1500712A,1924-04-23,Ash sifter,"['PROPN', 'NOUN', 'SPACE']",[],1,0,3,0,0,{'sifter'},1
US1500742A,1924-07-08,Peedeb por ingot molds,"['PROPN', 'NOUN', 'NOUN', 'NOUN']",[],1,0,4,0,0,{'peedeb'},1
US1500834A,1922-06-07,Method of and apparatus for modifying the characteristics of asynchronous dynamo electric machines,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",[],1,0,15,0,0,{'asynchronous'},1
