patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US3305558A,1967-02-21,"And y-cyanobenzimidazole
derivatives","['CCONJ', 'PROPN', 'PUNCT', 'NOUN', 'SPACE', 'NOUN']",[],1,0,6,0,1
US3332970A,1964-10-28,Per (beta and gamma substituted alkylene)mono-and di-tin compounds and the preparation thereof,"['ADP', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'PROPN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADV', 'SPACE']",[],1,0,18,0,1
US3342380A,1967-09-19,At to zn ey,"['ADP', 'ADP', 'PROPN', 'PRON']",[],1,0,4,0,1
US3342848A,1965-02-11,"N, n'-dialkyl-n, n'-dicyanoalkyl-o-phthalamides","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'SPACE']","['GPE', 'ORG']",1,0,12,0,1
US3342865A,1964-03-02,"N, n'-dialkyl-n-phenyl-n'-isopropylpara-phenylenediamines","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'SPACE']","['GPE', 'ORG']",1,0,12,0,1
US3376344A,1964-04-03,"N, n'-bis-(2-aminoethyl)-1, 3-bis (2-aminoalkyl) benzenes","['CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'X', 'PUNCT', 'ADJ', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'SPACE']","['ORG', 'CARDINAL', 'CARDINAL']",1,0,16,0,1
US3378529A,1964-04-20,"N, n'-sulphonyl nitrogenous monomers and copolymers thereof","['CCONJ', 'PUNCT', 'PROPN', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'SPACE']","['ORG', 'GPE']",1,0,9,0,1
US3379248A,1965-12-10,In situ combustion process utilizing waste heat,"['ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'SPACE']",[],1,0,8,0,1
US3380058A,1965-11-10,Near sidelobe suppression in a singlering directional array with horizontal beam direction,"['ADP', 'PROPN', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'SPACE']",[],1,0,13,0,1
US3388287A,1965-01-04,Tm01 mode rf pulse generator,"['ADP', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'SPACE']",[],1,0,6,0,1
US3390579A,1966-09-06,Over-pressure diaphragm protection,"['ADP', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'SPACE']",[],1,0,6,0,1
US3398188A,1964-03-04,And [4-(2-haloalkanoyl) phenylmercapto]-alkanoic acids,"['CCONJ', 'X', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",['CARDINAL'],1,0,9,0,1
US3300388A,1965-09-08,In-core sampling and spray device for nuclear reactors,"['ADP', 'PUNCT', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],0,0,11,0,1
US3301051A,1965-02-03,By-pass fluid meter fitting,"['ADP', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'VERB', 'SPACE']",[],0,0,7,0,1
