patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US3300116A,1964-05-21,Multiple compartment single piece blank carton and single piece blank therefor,"['ADJ', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'ADJ', 'NOUN', 'PROPN', 'ADP']",[],1,0,12,"['multiple', 'compartment', 'single', 'piece', 'blank', 'carton', 'and', 'single', 'piece', 'blank', 'therefor']",1
US3300478A,1965-06-01,"Arabinofuranosyl 2', 5'-and 3'-5'-dinucleoside phosphates and process therefor","['PROPN', 'NUM', 'NOUN', 'PUNCT', 'PROPN', 'NUM', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",['ORG'],1,0,11,"['arabinofuranosyl', ""2',"", ""5'-and"", ""3'-5'-dinucleoside"", 'phosphates', 'and', 'process', 'therefor']",1
US3300634A,1963-09-30,Lighting fixture and mount therefor,"['NOUN', 'NOUN', 'CCONJ', 'PROPN', 'ADP']",[],1,0,6,"['lighting', 'fixture', 'and', 'mount', 'therefor']",1
US3301377A,1965-11-30,Sequence unloader,"['PROPN', 'ADP']",[],1,0,3,"['sequence', 'unloader']",1
US3301403A,1964-12-09,Filter assembly for shallow well intakes,"['PROPN', 'NOUN', 'ADP', 'ADJ', 'INTJ', 'ADP']",[],1,0,7,"['filter', 'assembly', 'for', 'shallow', 'well', 'intakes']",1
US3301638A,1964-08-21,Method of preparing aluminum arsenide,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,6,"['method', 'of', 'preparing', 'aluminum', 'arsenide']",1
US3301731A,1961-03-01,Method of securing components of a cap member to one another,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NUM', 'DET']",[],1,0,12,"['method', 'of', 'securing', 'components', 'of', 'a', 'cap', 'member', 'to', 'one', 'another']",1
US3301743A,1963-06-12,Polyhydroxy polyacrylate esters of epoxidized phenol-formaldehyde novolac resins and laminates therefrom,"['PROPN', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,14,"['polyhydroxy', 'polyacrylate', 'esters', 'of', 'epoxidized', 'phenol-formaldehyde', 'novolac', 'resins', 'and', 'laminates', 'therefrom']",1
US3301868A,1964-02-17,"Dispiro [cycloalkane-1, 2'-oxirane-3', 3''-indolin]-2''-ones, and intermediates and process therefor","['PROPN', 'X', 'X', 'PUNCT', 'NUM', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP']","['PERSON', 'CARDINAL']",1,1,15,"['dispiro', '[cycloalkane-1,', ""2'-oxirane-3',"", ""3''-indolin]-2''-ones,"", 'and', 'intermediates', 'and', 'process', 'therefor']",1
US3302236A,1966-03-15,Apparatus for preparing crab bodies for the recovery of meat therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,12,"['apparatus', 'for', 'preparing', 'crab', 'bodies', 'for', 'the', 'recovery', 'of', 'meat', 'therefrom']",1
