patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US2209886A,1939-02-17,Inside control hood latch,"['ADP', 'NOUN', 'NOUN', 'PROPN']",[],1,0,5,0,1
US2211217A,1939-03-23,Inside control hood latchkeeper,"['ADP', 'NOUN', 'NOUN', 'PROPN']",[],1,0,5,0,1
US2224454A,1939-02-17,Inside control hood latch,"['ADP', 'NOUN', 'NOUN', 'PROPN']",[],1,0,5,0,1
US2243803A,1939-02-17,Inside control hood latch,"['ADP', 'NOUN', 'NOUN', 'PROPN']",[],1,0,5,0,1
US2266854A,1941-04-01,Inside window screen and support therefor,"['ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PROPN']",[],1,0,7,0,1
US2203431A,1940-01-15,Fungicide,['ADP'],[],0,0,2,0,1
US2204091A,1939-02-13,Inside pipe cutter,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2208011A,1939-04-14,Inside tubing cutter,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2210640A,1939-03-28,Under water cutting torch,"['ADP', 'NOUN', 'VERB', 'NOUN']",[],0,0,5,0,1
US2210739A,1938-11-25,Through supervision system,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2213709A,1939-01-21,On the fly multiple spot welder,"['ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN']",[],0,0,7,0,1
US2216232A,1937-11-30,Over-modulation alarm device,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,0,1
US2216974A,1939-07-29,By-pass for luminous tube systems,"['ADP', 'PUNCT', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,8,0,1
US2217946A,1939-05-12,Up-ski towing device,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,0,1
US2217997A,1939-09-29,Inside window sash frame,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,0,1
US2218269A,1938-06-01,Over-knee-length stocking with rolling-front garter band,"['ADP', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,13,0,1
US2219148A,1939-01-03,Inside pipe cutter,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2219964A,1940-10-29,and more particularly directional gyro for,"['CCONJ', 'ADV', 'ADV', 'ADJ', 'NOUN', 'ADP']",[],0,0,6,0,1
US2220665A,1936-08-12,Weft cutter for looms,"['ADP', 'NOUN', 'ADP', 'NOUN']",['ORG'],0,0,5,0,1
US2220981A,1938-10-14,Fungicide,['ADP'],[],0,0,2,0,1
US2223182A,1938-02-25,Inside caliper,"['ADP', 'ADJ']",[],0,0,3,0,1
US2226280A,1939-11-16,Weft detecting mechanism for looms,"['ADP', 'VERB', 'NOUN', 'ADP', 'NOUN']",[],0,0,6,0,1
US2230032A,1938-07-13,Underground tubular structure and method of making the same,"['ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ']",[],0,0,10,0,1
US2233407A,1936-07-31,Fungicide,['ADP'],[],0,0,2,0,1
US2233644A,1939-06-10,Weft straightening device,"['ADP', 'VERB', 'NOUN']",[],0,0,4,0,1
US2233767A,1937-12-06,Amplifier volume control,"['ADP', 'NOUN', 'NOUN']",['PERSON'],0,1,4,0,1
US2236540A,1939-03-10,Fungicide,['ADP'],[],0,0,2,0,1
