patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US2200005A,1938-12-08,Azo dye compounds and material colored therewith,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",['PERSON'],1,1,8,0,0,{'azo'},1
US2200034A,1935-08-08,Method and apparatus for digesting cellulosic materials,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN']",[],1,0,8,0,0,{'cellulosic'},1
US2200040A,1935-11-07,Azo dyestuffs,"['PROPN', 'NOUN']",['PERSON'],1,1,3,0,0,"{'dyestuffs', 'azo'}",1
US2200140A,1937-07-13,Apparatus for unwinding loose windings of thread,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN']",[],1,0,8,0,0,{'windings'},1
US2200193A,1938-03-21,"Combination cot, chair, and card table","['PROPN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN']",[],1,0,9,0,0,"{'chair,', 'cot,'}",1
US2200220A,1936-06-06,Nu substituted aspartic acids and their functional derivatives and process of producig them,"['PROPN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PRON']",[],1,0,15,0,0,"{'producig', 'aspartic'}",1
US2200238A,1939-10-26,Method of making infolded knockdown boxes,"['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'NOUN']",[],1,0,7,0,0,{'infolded'},1
US2200267A,1938-06-06,Method and means for producing pipes of cementitious material,"['PROPN', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],1,0,10,0,0,{'cementitious'},1
US2200268A,1938-09-22,Apparatus for manufacturing pipes from a cementitious composition,"['PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']",[],1,0,9,0,0,{'cementitious'},1
US2200353A,1939-03-18,Process of preparing a casein solution,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'NOUN']",[],1,0,7,0,0,{'casein'},1
US2200414A,1936-05-26,Manufacture of new azo dyestuffs,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],1,0,6,0,0,"{'dyestuffs', 'azo'}",1
US2200423A,1937-11-13,Monoazo dyestuffs and their manufacture,"['PROPN', 'NOUN', 'CCONJ', 'PRON', 'NOUN']",[],1,0,6,0,0,"{'monoazo', 'dyestuffs'}",1
US2200445A,1933-11-25,Azo dyestuffs containing a heavy metal in a complex form,"['PROPN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']",['PERSON'],1,1,11,0,0,"{'dyestuffs', 'azo'}",1
US2200450A,1939-10-25,Lineman's climber,"['PROPN', 'PART', 'NOUN']",['PERSON'],1,1,4,0,0,"{""lineman's""}",1
US2200452A,1934-05-15,Method of producing cellulosic fibers having affinity for acid dyes,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],1,0,11,0,0,{'cellulosic'},1
US2200516A,1937-07-27,Drill hole sheave carrier,"['PROPN', 'NOUN', 'NOUN', 'NOUN']",[],1,0,5,0,0,{'sheave'},1
US2200522A,1939-03-07,Catalyzer and method of preparing it,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'PRON']",[],1,0,7,0,0,{'catalyzer'},1
US2200527A,1938-04-14,Heat exchanger core shield,"['NOUN', 'ADJ', 'NOUN', 'PROPN']",[],1,0,5,0,0,{'exchanger'},1
US2200536A,1937-05-21,Method of and apparatus for making electrotypes,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],1,0,8,0,0,{'electrotypes'},1
US2200583A,1937-05-03,Method of making bungs,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'bungs'},1
US2200619A,1938-07-12,Means for sealing the charging and discharging apertures of continuous or intermittent furnaces,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'NOUN']",[],1,0,14,0,0,{'apertures'},1
US2200633A,1938-03-17,Method of die casting separable fasteners,"['PROPN', 'ADP', 'NOUN', 'VERB', 'ADJ', 'NOUN']",[],1,0,7,0,0,"{'fasteners', 'separable'}",1
US2200678A,1926-08-07,Method of and apparatus for shielding radio instrumentalities,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],1,0,9,0,0,{'instrumentalities'},1
US2200705A,1937-01-05,Interpolymerization products of butadiene and a vinyl ethinyl carbinol,"['NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PROPN', 'NOUN']",[],1,0,10,0,0,"{'butadiene', 'ethinyl', 'carbinol', 'interpolymerization'}",1
US2200712A,1937-11-15,Aryl phosphites,"['PROPN', 'VERB']",[],1,0,3,0,0,"{'aryl', 'phosphites'}",1
US2200719A,1938-05-20,Apparatus for making photoprints,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'photoprints'},1
US2200724A,1937-01-18,Means for producing gyratory motion,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],1,0,6,0,0,{'gyratory'},1
US2200732A,1939-06-12,Apparatus for annealing strip,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'annealing'},1
US2200734A,1938-09-30,Manufacture of nitriles,"['PROPN', 'ADP', 'NOUN']",[],1,0,4,0,0,{'nitriles'},1
US2200816A,1937-11-06,"Apparatus for removal of surface metal from slabs, billets, or the like","['PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ']",[],1,0,15,0,0,"{'billets,', 'slabs,'}",1
US2200834A,1938-06-06,Burglarproof door lock,"['PROPN', 'NOUN', 'VERB']",[],1,0,4,0,0,{'burglarproof'},1
US2200847A,1936-12-24,Process of vulcanizing sponge rubber,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],1,0,6,0,0,{'vulcanizing'},1
US2200906A,1936-11-12,Manufacture of alkali metals and alkali metal hydroxides,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN']",[],1,0,9,0,0,{'hydroxides'},1
US2200918A,1937-01-27,Apparatus for sound recordation,"['PROPN', 'ADP', 'NOUN', 'NOUN']",[],1,0,5,0,0,{'recordation'},1
