patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US2613204A,1952-10-07,of urea,"['ADP', 'PROPN']",[],1,0,3,0,1
US2614906A,1947-03-27,"In the method of making finely divided silica, the production of a combustible mixture comprising chloro silicon hydrides","['ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'ADV', 'VERB', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'VERB']",[],1,0,20,0,1
US2646025A,1951-02-07,By-pass valve for hydraulic motors,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'NOUN']",[],1,0,8,0,1
US2674316A,1948-09-18,By-pass packer,"['ADP', 'PUNCT', 'PROPN', 'NOUN']",[],1,0,5,0,1
US2600577A,1945-12-15,Up-ender,"['ADP', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US2602234A,1945-10-27,Inside micrometer,"['ADP', 'NOUN']",[],0,0,3,0,1
US2603225A,1952-07-15,And kinking of hair during perma-,"['CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN']",[],0,0,6,0,1
US2604456A,1952-07-22,For sulfonating,"['ADP', 'VERB']",[],0,0,2,0,1
US2606003A,1948-08-28,Off-shore drilling,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US2606370A,1947-08-11,Inside micrometer,"['ADP', 'NOUN']",[],0,0,3,0,1
US2607621A,1949-12-08,Off-spot locator and spare pickup for bowling machines,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,11,0,1
US2610658A,1950-09-13,Under door frame saw,"['ADP', 'NOUN', 'NOUN', 'VERB']",[],0,0,5,0,1
US2612843A,1946-03-16,In-line centrifugal pump with fabricated volutes,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],0,0,9,0,1
US2614086A,1952-10-14,Bye bath- composition,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US2616502A,1948-03-15,By-pass connection for hydraulic well pumps,"['ADP', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB']",[],0,0,9,0,1
US2619388A,1949-07-19,Off-center flat spray nozzle,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'NOUN']",[],0,0,7,0,1
US2619976A,1946-10-12,Ampoule washing machine,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2622679A,1948-10-08,Inside pipe cutter,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2623236A,1947-02-28,Over-center hinge,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US2625629A,1950-08-28,Over and under actuator for electric switches,"['ADP', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,8,0,1
US2629006A,1950-10-28,Amplifier circuit having a reactive load,"['ADP', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN']",['PERSON'],0,1,7,0,1
US2629381A,1951-08-02,Tampon,['ADP'],[],0,0,2,0,1
US2632458A,1946-04-12,By-pass valve,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US2633592A,1945-05-04,Inside bottle brush,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2634474A,1951-06-21,Off-center lock,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
