patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US2600003A,1948-03-01,"Thyratron control system for electric motors 
       ","['PROPN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'thyratron'},1
US2600041A,1949-07-22,"Apparatus for severing and bursting a continuous multiform 
       ","['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'multiform'},1
US2600042A,1950-06-23,"Apparatus for bursting a continuous multiform set of sheets 
       ","['PROPN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'SPACE']",[],1,0,10,0,0,{'multiform'},1
US2600052A,1946-01-03,"Pin unloader 
       ","['PROPN', 'ADP', 'SPACE']",['ORG'],1,0,3,0,0,{'unloader'},1
US2600058A,1949-03-09,"Lubricant containing soap of phosphated hydroxy fatty acid or glyceride 
       ","['NOUN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'VERB', 'SPACE']",[],1,0,11,0,0,"{'hydroxy', 'glyceride', 'phosphated'}",1
US2600094A,1948-04-13,"Apparatus for annealing annular coils of sheet metal 
       ","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'annealing'},1
US2600122A,1949-06-04,"Process of forming plastisols 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'plastisols'},1
US2600126A,1947-05-07,"Halogenated and nitro halogenated thiophenes as agricultural fungicides 
       ","['ADJ', 'CCONJ', 'PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],1,0,9,0,0,"{'fungicides', 'halogenated', 'thiophenes'}",1
US2600129A,1948-07-17,"Apparatus for producing a stream of electrically charged multimolecular particles 
       ","['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,11,0,0,{'multimolecular'},1
US2600194A,1949-08-30,"Bee brooder 
       ","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'brooder'},1
