patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US2600052A,1946-01-03,Pin unloader,"['PROPN', 'ADP']",['ORG'],1,0,3,"['pin', 'unloader']",1
US2600990A,1952-06-17,Letter actuated tripping device in,"['PROPN', 'VERB', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['letter', 'actuated', 'tripping', 'device', 'in']",1
US2601875A,1950-07-17,Sweepstick for looms and selfaligning bearing therefor,"['PROPN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP']",[],1,0,8,"['sweepstick', 'for', 'looms', 'and', 'selfaligning', 'bearing', 'therefor']",1
US2602322A,1946-08-02,Method of wall construction and skeleton therefor,"['PROPN', 'ADP', 'NOUN', 'PROPN', 'CCONJ', 'PROPN', 'ADP']",[],1,0,8,"['method', 'of', 'wall', 'construction', 'and', 'skeleton', 'therefor']",1
US2603312A,1952-07-15,Apparatus for withdrawing oil from,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['apparatus', 'for', 'withdrawing', 'oil', 'from']",1
US2604378A,1944-05-11,Method of making double sulfate of sodium and zirconium and product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,14,"['method', 'of', 'making', 'double', 'sulfate', 'of', 'sodium', 'and', 'zirconium', 'and', 'product', 'resulting', 'therefrom']",1
US2605296A,1947-11-24,Thermoelectric generator and casing therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,6,"['thermoelectric', 'generator', 'and', 'casing', 'therefor']",1
US2605444A,1948-08-17,Multichannel frequency selector and amplifier,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'ADP']",[],1,0,6,"['multichannel', 'frequency', 'selector', 'and', 'amplifier']",1
US2606552A,1951-07-23,Uterus retaining truss and harnessing means therefor,"['PROPN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,8,"['uterus', 'retaining', 'truss', 'and', 'harnessing', 'means', 'therefor']",1
US2606896A,1947-08-07,Method of preparation of watersoluble azo dyes and watersoluble bases therefor,"['PROPN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP']",[],1,0,12,"['method', 'of', 'preparation', 'of', 'watersoluble', 'azo', 'dyes', 'and', 'watersoluble', 'bases', 'therefor']",1
US2607268A,1947-07-23,Method for photographically varying one dimension of an object with respect to another,"['PROPN', 'ADP', 'ADV', 'VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET']",['CARDINAL'],1,0,14,"['method', 'for', 'photographically', 'varying', 'one', 'dimension', 'of', 'an', 'object', 'with', 'respect', 'to', 'another']",1
US2607615A,1948-03-20,Shaft seal and pressure plate therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP']",['ORG'],1,0,7,"['shaft', 'seal', 'and', 'pressure', 'plate', 'therefor']",1
US2607697A,1948-05-19,Method of coloring and packaging margarine and coloring composition therefor,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,11,"['method', 'of', 'coloring', 'and', 'packaging', 'margarine', 'and', 'coloring', 'composition', 'therefor']",1
US2608078A,1950-01-04,Foundation garment and element therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",['ORG'],1,0,6,"['foundation', 'garment', 'and', 'element', 'therefor']",1
US2608495A,1943-12-10,Method of rendering water-wettable solid material water repellent and product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,15,"['method', 'of', 'rendering', 'water-wettable', 'solid', 'material', 'water', 'repellent', 'and', 'product', 'resulting', 'therefrom']",1
US2609347A,1948-05-27,Method of making expanded polyvinyl alcohol-formaldehyde reaction product and product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'VERB', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,15,"['method', 'of', 'making', 'expanded', 'polyvinyl', 'alcohol-formaldehyde', 'reaction', 'product', 'and', 'product', 'resulting', 'therefrom']",1
US2610003A,1949-12-27,Hose reel and combined handle and support therefor,"['PROPN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADP']",['PERSON'],1,1,9,"['hose', 'reel', 'and', 'combined', 'handle', 'and', 'support', 'therefor']",1
US2610156A,1949-02-17,Use of nonionic surface active agent in preparation of anionic resin in bead from,"['PROPN', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,15,"['use', 'of', 'nonionic', 'surface', 'active', 'agent', 'in', 'preparation', 'of', 'anionic', 'resin', 'in', 'bead', 'from']",1
US2611777A,1949-11-29,Phenylol silanes and resins therefrom,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,6,"['phenylol', 'silanes', 'and', 'resins', 'therefrom']",1
US2612115A,1948-04-06,Vane pump and vane therefor,"['PROPN', 'VERB', 'CCONJ', 'VERB', 'ADP']",[],1,0,6,"['vane', 'pump', 'and', 'vane', 'therefor']",1
US2612801A,1947-08-28,Watchmaker's roller table jewel pin setting jig,"['PROPN', 'PART', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'ADP']","['ORG', 'PERSON']",1,1,9,"[""watchmaker's"", 'roller', 'table', 'jewel', 'pin', 'setting', 'jig']",1
US2612886A,1952-10-07,Magneto ignition system for,"['PROPN', 'NOUN', 'NOUN', 'ADP']",[],1,0,4,"['magneto', 'ignition', 'system', 'for']",1
US2613131A,1950-10-27,Process of reducing the corrosion of ferrous metals by ammoniacal solution and corrosion inhibitor therefor,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP']",[],1,0,16,"['process', 'of', 'reducing', 'the', 'corrosion', 'of', 'ferrous', 'metals', 'by', 'ammoniacal', 'solution', 'and', 'corrosion', 'inhibitor', 'therefor']",1
US2613313A,1950-12-09,Ultraviolet flashlight and energizing unit therefor,"['PROPN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,7,"['ultraviolet', 'flashlight', 'and', 'energizing', 'unit', 'therefor']",1
US2614028A,1947-07-16,Method of superheating titanium tetrachloride,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,6,"['method', 'of', 'superheating', 'titanium', 'tetrachloride']",1
US2614885A,1949-03-19,Spray nozzle with pressure operated clean out,"['PROPN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADJ', 'ADP']",[],1,0,8,"['spray', 'nozzle', 'with', 'pressure', 'operated', 'clean', 'out']",1
