patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1800018A,1929-09-06,Oscillograph galvanometer,"['PROPN', 'NOUN']",['PERSON'],1,1,3,0,0,"{'oscillograph', 'galvanometer'}",1
US1800121A,1929-12-03,"Process of manufacture of wall board, pressboard, and the like","['NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'INTJ']",[],1,0,13,0,0,"{'pressboard,', 'board,'}",1
US1800156A,1926-10-08,Method and means for the atomizing or distribution of liquid or semiliquid materials,"['PROPN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'NOUN']",[],1,0,14,0,0,"{'atomizing', 'semiliquid'}",1
US1800180A,1929-11-06,Method of preventing overheating of rubber in screw type extruding machines,"['PROPN', 'ADP', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],1,0,13,0,0,{'extruding'},1
US1800202A,1929-03-25,Nonskid device for tires,"['PROPN', 'NOUN', 'ADP', 'NOUN']",[],1,0,5,0,0,{'nonskid'},1
US1800217A,1923-07-07,Method for steam boiler economizer systems,"['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],1,0,8,0,0,{'economizer'},1
US1800248A,1928-03-23,Quadruplex equalizing apparatus,"['PROPN', 'NOUN', 'NOUN']",['NORP'],1,0,4,0,0,{'quadruplex'},1
US1800258A,1926-09-22,Method and apparatus for refrigerating,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB']",[],1,0,6,0,0,{'refrigerating'},1
US1800319A,1926-11-15,Method for making esters,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'esters'},1
US1800371A,1925-05-09,Process of making hexachlorethane,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'hexachlorethane'},1
