patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US804996A,1905-03-10,Telescopy.,"['ADP', 'PUNCT']",['PERSON'],0,1,3,['telescopy.'],0,1
US807054A,1905-06-03,Under-whip pick-motion for looms.,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",[],0,0,10,"['under-whip', 'pick-motion', 'for', 'looms.']",0,1
US818100A,1905-08-30,For scraper.,"['ADP', 'NOUN', 'PUNCT']",[],0,0,4,"['for', 'scraper.']",0,1
US818981A,1906-04-24,On-the-main,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'ADJ']",[],0,0,5,['on-the-main'],0,1
US852008A,1906-05-19,By-pass valve.,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",[],0,0,6,"['by-pass', 'valve.']",0,1
US856650A,1906-01-24,By-pass and waste for tapping-machines.,"['ADP', 'PUNCT', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']",[],0,0,11,"['by-pass', 'and', 'waste', 'for', 'tapping-machines.']",0,1
US870264A,1907-04-26,Under-screen for carding-machines.,"['ADP', 'PUNCT', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT']",[],0,0,9,"['under-screen', 'for', 'carding-machines.']",0,1
US877868A,1906-03-28,By-pass valve for locomotives.,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",[],0,0,8,"['by-pass', 'valve', 'for', 'locomotives.']",0,1
US885809A,1907-09-06,Off-bearing machine.,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",[],0,0,6,"['off-bearing', 'machine.']",0,1
US897586A,1908-03-28,Under-water exhaust.,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",[],0,0,6,"['under-water', 'exhaust.']",0,1
