patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US400339A,1889-03-26,And william j,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'william', 'j']",0,1
US400540A,1889-04-02,And william cashner,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'william', 'cashner']",0,1
US400577A,1889-04-02,And mary elizbeth,"['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,"['and', 'mary', 'elizbeth']",0,1
US400764A,1889-04-02,And john claffy,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'john', 'claffy']",0,1
US400765A,1889-04-02,And robert w,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'robert', 'w']",0,1
US400984A,1889-04-09,And edward j,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'edward', 'j']",0,1
US401279A,1889-04-09,And harry h,"['CCONJ', 'PROPN', 'PROPN']",['ORG'],1,0,3,"['and', 'harry', 'h']",0,1
US401459A,1889-04-16,And george m,"['CCONJ', 'PROPN', 'VERB']",[],1,0,3,"['and', 'george', 'm']",0,1
US401766A,1889-04-23,And william k,"['CCONJ', 'PROPN', 'X']",['PERSON'],1,1,3,"['and', 'william', 'k']",0,1
US401929A,1889-04-23,And frederick r,"['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,"['and', 'frederick', 'r']",0,1
US401968A,1889-04-23,And john walker,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'john', 'walker']",0,1
US402030A,1889-04-23,And william n,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'william', 'n']",0,1
US402487A,1889-04-30,And william o heen,"['CCONJ', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,4,"['and', 'william', 'o', 'heen']",0,1
US402573A,1889-05-07,And richard m,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'richard', 'm']",0,1
US402686A,1889-05-07,And peter b,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'peter', 'b']",0,1
US403186A,1889-05-14,And moses simpson,"['CCONJ', 'PROPN', 'VERB']",[],1,0,3,"['and', 'moses', 'simpson']",0,1
US403282A,1889-05-14,And henry w,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'henry', 'w']",0,1
US404311A,1889-05-28,And charles n,"['CCONJ', 'PROPN', 'X']",['PERSON'],1,1,3,"['and', 'charles', 'n']",0,1
US404667A,1889-06-04,And thomas v,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'thomas', 'v']",0,1
US404994A,1889-06-11,And edwin b,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'edwin', 'b']",0,1
US405060A,1889-06-11,And otto august,"['CCONJ', 'ADJ', 'PROPN']",[],1,0,3,"['and', 'otto', 'august']",0,1
US405067A,1889-06-11,To sarah hall,"['ADP', 'PROPN', 'NOUN']",[],1,0,3,"['to', 'sarah', 'hall']",0,1
US405877A,1889-06-25,And joseph l,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'joseph', 'l']",0,1
US406304A,1889-07-02,And frank j,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'frank', 'j']",0,1
US406434A,1889-07-09,And john druecker,"['CCONJ', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['and', 'john', 'druecker']",0,1
US406479A,1889-07-09,And joseph schmitt,"['CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['and', 'joseph', 'schmitt']",0,1
US406480A,1889-07-09,And warren h,"['CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['and', 'warren', 'h']",0,1
US406587A,1889-07-09,And amos h,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,"['and', 'amos', 'h']",0,1
US406597A,1889-07-09,And merritt t,"['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,"['and', 'merritt', 't']",0,1
