patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US400042A,1889-03-26,Process of purifying paraffine wax,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6,0,0,{'paraffine'},1
US400046A,1889-03-26,Method of mechanically treating and annealing slag,"['PROPN', 'ADP', 'ADV', 'VERB', 'CCONJ', 'VERB', 'NOUN']",[],1,0,7,0,0,{'annealing'},1
US400104A,1889-03-26,Ami bornand meylan,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,0,0,"{'meylan', 'bornand'}",1
US400136A,1889-03-26,Napoleon bonaparte spradley,"['PROPN', 'NOUN', 'NOUN']",['ORG'],1,0,3,0,0,{'spradley'},1
US400165A,1889-03-26,Peimee foe caeteidges,"['PROPN', 'NOUN', 'VERB']",[],1,0,3,0,0,"{'caeteidges', 'peimee'}",1
US400185A,1889-03-26,Appaeatus foe accelerating the passage of liquids theofgh,"['PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB']",[],1,0,8,0,0,"{'theofgh', 'appaeatus'}",1
US400187A,1889-03-26,Dough kneadefl,"['NOUN', 'PUNCT', 'PROPN']",[],1,0,3,0,0,{'kneadefl'},1
US400251A,1889-03-26,M eas u,"['PROPN', 'PROPN', 'NOUN']",[],1,0,3,0,0,{'m'},1
US400254A,1889-03-26,Apparatus for extracting oil from oiucakes,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN']",[],1,0,6,0,0,{'oiucakes'},1
US400419A,1889-03-26,Apparatus for regenerating incandescent mantles,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN']",[],1,0,5,0,0,{'mantles'},1
US400455A,1889-04-02,Gustavos heidel and gustave fret,"['PROPN', 'NOUN', 'CCONJ', 'ADJ', 'NOUN']",[],1,0,5,0,0,"{'heidel', 'gustave', 'gustavos'}",1
US400472A,1889-04-02,Magazine fiee abm,"['PROPN', 'VERB', 'PROPN']",['LAW'],1,0,3,0,0,"{'abm', 'fiee'}",1
US400531A,1889-04-02,Twentieths to brainard w,"['NOUN', 'PART', 'VERB', 'PROPN']",[],1,0,4,0,0,"{'brainard', 'twentieths', 'w'}",1
US400547A,1889-04-02,Charles baker crafton,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,0,0,{'crafton'},1
US400588A,1889-04-02,Fisherman s pail,"['PROPN', 'PART', 'NOUN']",[],1,0,3,0,0,{'s'},1
US400622A,1889-04-02,Process of dephosphorizing iron ore,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],1,0,5,0,0,{'dephosphorizing'},1
US400648A,1889-04-02,Phonogram blank,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,3,0,0,{'phonogram'},1
US400649A,1889-04-02,Method of making phonogram blanks,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6,0,0,{'phonogram'},1
US400650A,1889-04-02,Method of making phonogram blanks,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6,0,0,{'phonogram'},1
US400666A,1889-04-02,Process of electro lyzing crude salts of aluminium,"['PROPN', 'ADP', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN']",[],1,0,8,0,0,{'lyzing'},1
US400714A,1889-04-02,Addi no machine,"['PROPN', 'DET', 'PUNCT', 'NOUN']",[],1,0,4,0,0,{'addi'},1
US400719A,1889-04-02,Half to john g,"['NOUN', 'ADP', 'PROPN', 'PROPN']",['CARDINAL'],1,0,4,0,0,{'g'},1
US400768A,1889-04-02,Philip hohmeier and jacob ball,"['PROPN', 'ADJ', 'CCONJ', 'PROPN', 'PROPN']",[],1,0,5,0,0,{'hohmeier'},1
US400807A,1889-04-02,Apparatus for malting grain,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,0,0,{'malting'},1
US400883A,1889-04-02,Thirds to james c,"['NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,4,0,0,{'c'},1
US400902A,1889-04-09,Executor of george b,"['PROPN', 'ADP', 'PROPN', 'PROPN']",[],1,0,4,0,0,{'b'},1
US400909A,1889-04-09,Signors to james lucey,"['NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,4,0,0,"{'lucey', 'signors'}",1
US401005A,1889-04-09,carmona y valle,"['PROPN', 'PROPN', 'NOUN']",[],1,0,3,0,0,"{'valle', 'carmona'}",1
US401042A,1889-04-09,Ge manahan and henry gade,"['PROPN', 'PROPN', 'CCONJ', 'ADJ', 'PROPN']",['ORG'],1,0,5,0,0,"{'gade', 'manahan'}",1
US401098A,1889-04-09,Method of incrusting brick,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,4,0,0,{'incrusting'},1
US401119A,1889-04-09,Tames asbery boice,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,0,0,"{'asbery', 'boice'}",1
