patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US1402684A,1922-01-03,And one-foubth to clatjb w,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'ADP']",['CARDINAL'],1,0,7,0,1
US1405589A,1922-02-07,By alida b,"['ADP', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1407225A,1922-02-21,To jtjstrite manufactttb,"['ADP', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1408275A,1922-02-28,Of san diego,"['ADP', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1416731A,1920-09-25,By-pass system for piston pumps,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'VERB']",[],1,0,8,0,1
US1418180A,1922-05-30,And lewis richard,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1419035A,1922-06-06,And frank c,"['CCONJ', 'ADJ', 'PROPN']",[],1,0,3,0,1
US1419686A,1922-06-13,By kate b,"['ADP', 'ADJ', 'PROPN']",[],1,0,3,0,1
US1422451A,1922-07-11,of bo awoke,"['ADP', 'PROPN', 'VERB']",[],1,0,3,0,1
US1422978A,1922-07-18,And one-fourth to charles j,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'PART', 'PROPN', 'NOUN']",['CARDINAL'],1,0,7,0,1
US1424101A,1922-07-25,of sah francisco,"['ADP', 'NOUN', 'PROPN']",[],1,0,3,0,1
US1426786A,1922-08-22,And feahklin htjtchinson,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1427754A,1921-03-31,And herman w,"['CCONJ', 'VERB', 'PROPN']",[],1,0,3,0,1
US1430296A,1922-09-26,Of san francisco,"['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1434053A,1922-10-31,of niagara falls,"['ADP', 'PROPN', 'VERB']",[],1,0,3,0,1
US1440546A,1923-01-02,And john of,"['CCONJ', 'PROPN', 'ADP']",[],1,0,3,0,1
US1448628A,1923-03-13,And henby f,"['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1449825A,1923-03-27,of niagara falls,"['ADP', 'PROPN', 'VERB']",[],1,0,3,0,1
US1459294A,1923-06-19,Of new orleans,"['ADP', 'ADJ', 'PROPN']",['GPE'],1,0,3,0,1
US1475868A,1923-11-27,And james p,"['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,0,1
US1476524A,1919-07-07,By-product coke oven,"['ADP', 'PUNCT', 'NOUN', 'PROPN', 'PROPN']",[],1,0,6,0,1
US1479792A,1924-01-08,And kay e,"['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,0,1
US1483741A,1924-02-12,Ab b one-third to harry v,"['ADP', 'PROPN', 'NUM', 'PUNCT', 'NOUN', 'PART', 'PROPN', 'PROPN']",['CARDINAL'],1,0,8,0,1
US1400489A,1921-12-13,By mildbed lowby,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1401752A,1921-12-27,And wehnee,"['CCONJ', 'VERB']",[],0,0,2,0,1
US1404779A,1922-01-31,And one-hale to a,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PRON']",['CARDINAL'],0,0,6,0,1
US1405896A,1920-06-23,Inside pipe wrench,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US1406136A,1921-04-21,And florence c,"['CCONJ', 'VERB', 'VERB']",[],0,0,3,0,1
US1407983A,1922-02-28,And geghge csisson,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1410256A,1922-03-21,By henrietta h,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1411304A,1922-04-04,of solothurn,"['ADP', 'NOUN']",[],0,0,2,0,1
US1411492A,1919-08-15,Off-bearing mechanism for tile cutters,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,0,1
US1414987A,1922-05-02,And morris j,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1417770A,1921-07-08,By-pass valve,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US1417808A,1921-02-26,By-pass valve,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US1419102A,1921-05-11,Under-tree plow,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US1419880A,1922-06-13,Out of contact with the air,"['ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN']",[],0,0,6,0,1
US1423755A,1922-07-25,And one,"['CCONJ', 'NUM']",['CARDINAL'],0,0,2,0,1
US1424113A,1922-07-25,Mining- machine,"['CCONJ', 'NOUN']",[],0,0,2,0,1
US1425017A,1922-08-08,And one-thikd to j,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN']",['CARDINAL'],0,0,6,0,1
US1425660A,1922-08-15,And gottfried wirrer,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1426668A,1922-08-22,And marjobie b,"['CCONJ', 'VERB', 'X']",[],0,0,3,0,1
US1427119A,1922-08-29,Edmund c,"['ADP', 'NOUN']",[],0,0,2,0,1
US1427232A,1922-08-29,Of producing same,"['ADP', 'VERB', 'ADJ']",[],0,0,3,0,1
US1427271A,1922-08-29,To hojgau,"['ADP', 'NOUN']",[],0,0,2,0,1
US1428621A,1919-03-22,By-product coke oven with sole firing,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN']",[],0,0,9,0,1
US1428707A,1919-01-23,In-a-wall furniture,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,7,0,1
US1429556A,1921-12-29,Inside gauge,"['ADP', 'NOUN']",[],0,0,3,0,1
US1430054A,1922-09-26,And one,"['CCONJ', 'NUM']",['CARDINAL'],0,0,2,0,1
US1430277A,1922-09-26,of manchester,"['ADP', 'NOUN']",[],0,0,2,0,1
US1431599A,1922-10-10,of bbooxlyv,"['ADP', 'NOUN']",[],0,0,2,0,1
US1431803A,1922-10-10,And ernest j,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1432735A,1922-10-17,And clare nelsoh,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1433354A,1922-10-24,And sinteeing- oees,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1434306A,1922-10-31,of basel,"['ADP', 'NOUN']",[],0,0,2,0,1
US1434780A,1922-11-07,To diamond electric,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1434932A,1922-11-07,And cleaning machine,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1436752A,1922-11-28,Tapping- tool fob,"['ADP', 'NOUN', 'VERB']",[],0,0,3,0,1
US1438987A,1919-09-30,And herman a,"['CCONJ', 'VERB', 'PRON']",[],0,0,3,0,1
US1439286A,1922-12-19,of worcester,"['ADP', 'NOUN']",[],0,0,2,0,1
US1439813A,1922-12-26,of freeport,"['ADP', 'NOUN']",[],0,0,2,0,1
US1443955A,1923-02-06,To standard equipment,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1446485A,1923-02-27,And one-fourth to clifton,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'PART', 'VERB']",['CARDINAL'],0,0,6,0,1
US1447289A,1923-03-06,And the like,"['CCONJ', 'DET', 'INTJ']",[],0,0,3,0,1
US1448752A,1923-03-20,of dayton,"['ADP', 'NOUN']",[],0,0,2,0,1
US1451813A,1922-03-24,Inside pocket iron,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US1453060A,1923-04-24,of ludwigshaeen-on-the-rhine,"['ADP', 'VERB', 'PUNCT', 'ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN']",[],0,0,8,0,1
US1453109A,1923-04-24,of springfield,"['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1458765A,1921-01-15,By-pass valve for angle cocks,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB']",[],0,0,8,0,1
US1460075A,1923-06-26,And quarrying machine,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1462448A,1923-07-17,of philadelphia,"['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1463513A,1923-07-31,of dayton,"['ADP', 'NOUN']",[],0,0,2,0,1
US1464290A,1923-08-07,And one-third to l,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN']",['CARDINAL'],0,0,6,0,1
US1465963A,1922-12-13,Re and de railing device,"['ADP', 'CCONJ', 'ADV', 'VERB', 'NOUN']",[],0,0,6,0,1
US1466539A,1923-08-28,And leonard,"['CCONJ', 'VERB']",[],0,0,2,0,1
US1466655A,1923-09-04,For graphophones,"['ADP', 'NOUN']",[],0,0,2,0,1
US1467142A,1923-09-04,of akron,"['ADP', 'NOUN']",[],0,0,2,0,1
US1467916A,1923-09-11,of defiance,"['ADP', 'NOUN']",[],0,0,2,0,1
US1468146A,1923-09-18,And sighed severson,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1468330A,1923-09-18,To the sperey gybqscope,"['ADP', 'DET', 'NOUN', 'NOUN']",[],0,0,4,0,1
US1468510A,1923-09-18,And frederick a,"['CCONJ', 'VERB', 'PRON']",[],0,0,3,0,1
US1468748A,1923-09-25,of newark,"['ADP', 'NOUN']",[],0,0,2,0,1
US1472464A,1922-06-13,Inside pipe wrench,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US1474719A,1923-11-20,And helmer g,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1475473A,1923-11-27,of rochester,"['ADP', 'ADJ']",[],0,0,2,0,1
US1475864A,1923-11-27,And charles e,"['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1476974A,1923-03-05,Inside stairway and folding door for double-deck motor coaches,"['ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,12,0,1
US1479462A,1924-01-01,And edgar a,"['CCONJ', 'VERB', 'PRON']",[],0,0,3,0,1
US1480898A,1924-01-15,of akron,"['ADP', 'NOUN']",[],0,0,2,0,1
US1481149A,1924-01-15,Of new tobx,"['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1481183A,1924-01-15,Of west,"['ADP', 'NOUN']",[],0,0,2,0,1
US1481498A,1922-09-15,Under-hood lock for automobiles,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,7,0,1
US1483054A,1922-08-24,Inside lip-turning machine,"['ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN']",[],0,0,6,0,1
US1483552A,1924-02-12,To wireless,"['ADP', 'NOUN']",[],0,0,2,0,1
US1484309A,1924-02-19,Of schenectady,"['ADP', 'NOUN']",[],0,0,2,0,1
US1484587A,1924-02-19,of petit-quevilly,"['ADP', 'NOUN', 'PUNCT', 'ADV']",[],0,0,4,0,1
US1486128A,1920-11-20,On-and-off weighing scale,"['ADP', 'PUNCT', 'CCONJ', 'PUNCT', 'ADP', 'VERB', 'NOUN']",[],0,0,8,0,1
US1486646A,1924-03-11,And mortimer j,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1486787A,1920-06-24,Inside car door,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US1488197A,1924-03-25,And dahisl k,"['CCONJ', 'NOUN', 'X']",[],0,0,3,0,1
US1488653A,1919-05-03,Over-arm,"['ADP', 'PUNCT', 'NOUN']",[],0,0,4,0,1
US1489188A,1922-07-08,Inside door for railway cars and the like,"['ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'INTJ']",[],0,0,9,0,1
US1489819A,1924-04-08,And mere-itt b,"['CCONJ', 'ADV', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,0,1
US1490081A,1924-04-15,And cleo h,"['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1492907A,1924-05-06,And one-tenth to theodore,"['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'PART', 'VERB']",['CARDINAL'],0,0,6,0,1
US1495733A,1924-05-27,Of brooklyn,"['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1496822A,1923-03-16,Inside fastener for storm windows,"['ADP', 'NOUN', 'ADP', 'NOUN', 'VERB']",[],0,0,6,0,1
US1497485A,1924-01-11,Inside door protector and gangboard,"['ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']",[],0,0,6,0,1
US1498645A,1919-06-30,Inside box stapler,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
