patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1400065A,1920-10-20,"Holding tool for sharpening scrapers, & c.","['NOUN', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN']",['PERSON'],1,1,10,0,0,"{'scrapers,', 'c.'}",1
US1400079A,1920-08-09,Safety device for phonographs,"['NOUN', 'NOUN', 'ADP', 'PROPN']",[],1,0,5,0,0,{'phonographs'},1
US1400101A,1918-09-16,Pantograph trolley,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,4,0,0,{'pantograph'},1
US1400110A,1920-01-24,Carbureter control,"['PROPN', 'NOUN']",['ORG'],1,0,3,0,0,{'carbureter'},1
US1400158A,1918-03-29,Chuck for phonograph styli,"['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",['PERSON'],1,1,6,0,0,{'styli'},1
US1400195A,1918-12-24,Process of making methyl formate,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],1,0,6,0,0,{'formate'},1
US1400196A,1920-04-12,"Process of producing homogeneous products, including films","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'NOUN']",[],1,0,9,0,0,"{'products,'}",1
US1400204A,1918-06-15,Catalyzer and catalyzer apparatus,"['PROPN', 'CCONJ', 'NOUN', 'NOUN']",[],1,0,5,0,0,{'catalyzer'},1
US1400205A,1918-06-15,Method of making aldehydes and separating the same from the other products formed,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'DET', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB']",[],1,0,14,0,0,{'aldehydes'},1
US1400247A,1918-12-24,Process of producing catalyzers,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'catalyzers'},1
US1400269A,1921-12-13,Breaker strip j,"['PROPN', 'PUNCT', 'NOUN', 'NOUN']",['ORG'],1,0,4,0,0,{'j'},1
US1400277A,1919-03-03,Aviator's camera,"['PROPN', 'PART', 'NOUN']",[],1,0,4,0,0,"{""aviator's""}",1
US1400331A,1921-02-26,Instrument adapted to disclose the difference actually existing between pieces whichshould be of the same actual size,"['PROPN', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'NOUN', 'AUX', 'AUX', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN']",[],1,0,18,0,0,{'whichshould'},1
US1400341A,1920-08-24,Process of manufacturing oleomargarin,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'oleomargarin'},1
US1400347A,1920-03-05,"Feed water heater, condenser, and the like","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'INTJ']",[],1,0,11,0,0,"{'condenser,', 'heater,'}",1
US1400358A,1919-06-27,Antiskid device,"['PROPN', 'NOUN']",['PERSON'],1,1,3,0,0,{'antiskid'},1
US1400367A,1919-09-10,Furnace and method of conveying materials therethrough,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN']",['ORG'],1,0,8,0,0,{'therethrough'},1
US1400390A,1917-11-21,"Apparatus for the classifying and separation of solid bodies by combined action of orientation, deviation, and derivation","['PROPN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN']",[],1,0,20,0,0,"{'deviation,', 'orientation,'}",1
US1400393A,1921-04-11,Apparatus for chlorin control,"['PROPN', 'ADP', 'PROPN', 'NOUN']",[],1,0,5,0,0,{'chlorin'},1
US1400423A,1920-12-17,Apparatus for making dops to hold precious stones during grinding or polishing,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB']",[],1,0,13,0,0,{'dops'},1
US1400500A,1921-12-13,karl and b,"['PROPN', 'CCONJ', 'NOUN']",['PERSON'],1,1,3,0,0,{'b'},1
US1400555A,1919-02-11,Manufacture of paranitroanilin from paranitroacetanilid,"['NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN']",[],1,0,6,0,0,"{'paranitroacetanilid', 'paranitroanilin'}",1
US1400618A,1920-08-06,Method of vulcanizing rubber,"['PROPN', 'ADP', 'VERB', 'NOUN']",[],1,0,5,0,0,{'vulcanizing'},1
US1400632A,1920-04-20,Knockdown cabinet for phonographs,"['NOUN', 'NOUN', 'ADP', 'PROPN']",[],1,0,5,0,0,{'phonographs'},1
US1400650A,1921-01-28,Gailley end lock,"['PROPN', 'VERB', 'NOUN']",['PERSON'],1,1,4,0,0,{'gailley'},1
US1400652A,1921-12-20,Ovestime chabt,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,0,0,"{'ovestime', 'chabt'}",1
US1400667A,1921-12-20,Liqtiid fuel control system,"['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,6,0,0,{'liqtiid'},1
US1400697A,1917-06-09,"Screen fcr sand, gravel, &c.","['NOUN', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN']",[],1,0,9,0,0,"{'sand,', 'fcr', 'gravel,', '&c.'}",1
US1400744A,1921-04-18,Gear transmission for washing machines and wringers,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN']",[],1,0,9,0,0,{'wringers'},1
US1400764A,1919-01-30,"Machine for straightening bent pipes, rods, &c.","['NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN']",[],1,0,11,0,0,"{'rods,', '&c.', 'pipes,'}",1
US1400789A,1921-12-20,Clotees dbier,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,0,0,"{'dbier', 'clotees'}",1
US1400793A,1919-07-14,Means for driving dynamos from car axles,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,9,0,0,{'dynamos'},1
US1400850A,1918-08-07,Apparatus for the manufacture of esters,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,0,0,{'esters'},1
US1400851A,1918-08-07,Apparatus for the production of esters,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,0,0,{'esters'},1
US1400852A,1919-05-23,Method for the production of esters,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,0,0,{'esters'},1
US1401013A,1920-02-27,Film cleaner and rewinder,"['PROPN', 'ADJ', 'CCONJ', 'NOUN']",[],1,0,5,0,0,{'rewinder'},1
US1401048A,1918-02-08,"Steam escape valve for range boilers, &c.","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN']",[],1,0,12,0,0,"{'boilers,', '&c.'}",1
US1401072A,1921-12-20,Gessiilschae t,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,3,0,0,"{'t', 'gessiilschae'}",1
US1401091A,1921-12-20,Ventilating apparatus eor closet bowls,"['PROPN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,6,0,0,{'eor'},1
US1401096A,1920-06-12,Deccy minnow,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,4,0,0,{'deccy'},1
US1401127A,1921-09-06,Carbureter attachment,"['PROPN', 'NOUN']",['ORG'],1,0,3,0,0,{'carbureter'},1
