patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US300016A,1884-06-10,James henry etjssell,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['james', 'henry', 'etjssell']",0,0,{'etjssell'},1
US300021A,1884-06-10,Joseph shaffer of dayton,"['PROPN', 'NOUN', 'ADP', 'NOUN']",['PERSON'],1,1,4,"['joseph', 'shaffer', 'of', 'dayton']",0,0,"{'shaffer', 'dayton'}",1
US300022A,1884-06-10,Heel stiffener,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['heel-stiffener'],0,0,{'stiffener'},1
US300023A,1884-06-10,Op john smalley,"['PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,3,"['op', 'john', 'smalley']",0,0,{'smalley'},1
US300032A,1884-06-10,Chuck for watch makers  lathes,"['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'SPACE', 'VERB']",['PERSON'],1,1,7,"['chuck', 'for', 'watch-makers', 'lathes']",0,0,{'lathes'},1
US300047A,1884-06-10,cheswrig ht,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['cheswrig-ht'],0,0,"{'ht', 'cheswrig'}",1
US300073A,1884-06-10,Edwin albeet hayes,"['PROPN', 'NOUN', 'VERB']",['NORP'],1,0,3,"['edwin', 'albeet', 'hayes']",0,0,{'albeet'},1
US300078A,1884-06-10,Geoege william idkeb,"['PROPN', 'PROPN', 'PROPN']",[],1,0,3,"['geoege', 'william', 'idkeb']",0,0,"{'idkeb', 'geoege'}",1
US300101A,1884-06-10,Samuel worthitfgton mcmunn,"['PROPN', 'VERB', 'PROPN']",[],1,0,3,"['samuel', 'worthitfgton', 'mcmunn']",0,0,"{'mcmunn', 'worthitfgton'}",1
US300154A,1884-06-10,Assig nob to the s,"['PROPN', 'PUNCT', 'PROPN', 'ADP', 'DET', 'NOUN']",[],1,0,6,"['assig-nob', 'to', 'the', 's']",0,0,"{'s', 'assig'}",1
US300191A,1884-06-10,William constantike beal,"['PROPN', 'NOUN', 'VERB']",['PERSON'],1,1,3,"['william', 'constantike', 'beal']",0,0,"{'beal', 'constantike'}",1
US300215A,1884-06-10,Assigmxr of ose foubth,"['PROPN', 'ADP', 'ADJ', 'PUNCT', 'NOUN']",[],1,0,5,"['assigmxr', 'of', 'ose-foubth']",0,0,"{'assigmxr', 'foubth'}",1
US300217A,1884-06-10,Thirds to moses wogamalst ahd george w,"['NOUN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,7,"['thirds', 'to', 'moses', 'wogamalst', 'ahd', 'george', 'w']",0,0,"{'wogamalst', 'w', 'ahd'}",1
US300266A,1884-06-10,Assigxoe to samuel c,"['PROPN', 'ADP', 'PROPN', 'PROPN']",[],1,0,4,"['assigxoe', 'to', 'samuel', 'c']",0,0,"{'assigxoe', 'c'}",1
US300282A,1884-06-10,Half to john coebus,"['NOUN', 'ADP', 'PROPN', 'PROPN']","['CARDINAL', 'PERSON']",1,1,4,"['half', 'to', 'john', 'coebus']",0,0,{'coebus'},1
US300322A,1884-06-10,Wabble saw,"['PROPN', 'PUNCT', 'VERB']",[],1,0,3,['wabble-saw'],0,0,{'wabble'},1
US300353A,1884-06-17,D chaeles w,"['PROPN', 'VERB', 'X']",[],1,0,3,"['d', 'chaeles', 'w']",0,0,"{'w', 'chaeles', 'd'}",1
US300359A,1884-06-17,Joi tx gowdey,"['PROPN', 'PUNCT', 'NUM', 'ADJ']",['PERSON'],1,1,4,"['joi-tx', 'gowdey']",0,0,"{'gowdey', 'tx'}",1
US300390A,1884-06-17,Wagon dasher,"['PROPN', 'PUNCT', 'NOUN']",['ORG'],1,0,3,['wagon-dasher'],0,0,{'dasher'},1
US300406A,1884-06-17,Joseph john stoetzel,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['joseph', 'john', 'stoetzel']",0,0,{'stoetzel'},1
US300410A,1884-06-17,Tsox coleman tichenob,"['PROPN', 'NOUN', 'VERB']",[],1,0,3,"['tsox', 'coleman', 'tichenob']",0,0,"{'tichenob', 'tsox'}",1
US300415A,1884-06-17,Abraham vax allen,"['PROPN', 'PROPN', 'VERB']",['PERSON'],1,1,3,"['abraham', 'vax', 'allen']",0,0,{'vax'},1
US300444A,1884-06-17,Assigsdb of oxe half to,"['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PART']",[],1,0,6,"['assigsdb', 'of', 'oxe-half', 'to']",0,0,"{'assigsdb', 'oxe'}",1
US300456A,1884-06-17,Assigkob to johnsox,"['PROPN', 'ADP', 'PROPN']",['ORG'],1,0,3,"['assigkob', 'to', 'johnsox']",0,0,"{'johnsox', 'assigkob'}",1
US300469A,1884-06-17,De witt c,"['PROPN', 'VERB', 'VERB']",[],1,0,3,"['de', 'witt', 'c']",0,0,"{'c', 'witt'}",1
US300497A,1884-06-17,Apparatus for treating leather stock with naphtha to extract oils,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'NOUN']",[],1,0,11,"['apparatus', 'for', 'treating', 'leather-stock', 'with', 'naphtha', 'to', 'extract', 'oils']",0,0,{'naphtha'},1
US300523A,1884-06-17,Eli tl starr,"['PROPN', 'PROPN', 'X']",[],1,0,3,"['eli', 'tl', 'starr']",0,0,{'tl'},1
US300533A,1884-06-17,Gage for adjusting plan er kn,"['VERB', 'ADP', 'VERB', 'NOUN', 'INTJ', 'PUNCT', 'PROPN']",[],1,0,7,"['gage', 'for', 'adjusting', 'plan', 'er-kn']",0,0,{'kn'},1
US300548A,1884-06-17,Assigxoe of one,"['PROPN', 'ADP', 'NUM']",['CARDINAL'],1,0,3,"['assigxoe', 'of', 'one']",0,0,{'assigxoe'},1
US300575A,1884-06-17,Albert mifflix cochbax,"['PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,3,"['albert', 'mifflix', 'cochbax']",0,0,"{'cochbax', 'mifflix'}",1
US300609A,1884-06-17,Pantaloon stretcher,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['pantaloon-stretcher'],0,0,{'pantaloon'},1
US300633A,1884-06-17,Daniel oeme and fbancis heaists oeme,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB']",[],1,0,6,"['daniel', 'oeme', 'and', 'fbancis', 'heaists', 'oeme']",0,0,"{'oeme', 'fbancis', 'heaists'}",1
US300637A,1884-06-17,Planer chuck,"['PROPN', 'PUNCT', 'PROPN']",[],1,0,3,['planer-chuck'],0,0,{'planer'},1
US300640A,1884-06-17,Chaeles hollo wat eeed,"['PROPN', 'NOUN', 'NOUN', 'VERB']",[],1,0,4,"['chaeles', 'hollo', 'wat', 'eeed']",0,0,"{'hollo', 'chaeles', 'eeed'}",1
US300698A,1884-06-17,Frank dawson and john holleyhead,"['PROPN', 'NOUN', 'CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,5,"['frank', 'dawson', 'and', 'john', 'holleyhead']",0,0,{'holleyhead'},1
US300706A,1884-06-17,Half to joseph nordman,"['NOUN', 'ADP', 'PROPN', 'NOUN']",[],1,0,4,"['half', 'to', 'joseph', 'nordman']",0,0,{'nordman'},1
US300717A,1884-06-17,Feank waldo mekrick,"['PROPN', 'PROPN', 'PROPN']",['ORG'],1,0,3,"['feank', 'waldo', 'mekrick']",0,0,"{'feank', 'mekrick'}",1
US300726A,1884-06-17,Benjamin franklin opp,"['PROPN', 'PROPN', 'PROPN']",[],1,0,3,"['benjamin', 'franklin', 'opp']",0,0,{'opp'},1
US300792A,1884-06-24,John asbeeey nicholson,"['PROPN', 'VERB', 'NOUN']","['PERSON', 'PERSON']",1,1,3,"['john', 'asbeeey', 'nicholson']",0,0,"{'asbeeey', 'nicholson'}",1
US300801A,1884-06-24,John jerome eymal,"['PROPN', 'PROPN', 'ADJ']",['PERSON'],1,1,3,"['john', 'jerome', 'eymal']",0,0,{'eymal'},1
US300883A,1884-06-24,Abthub de lancey middleton,"['PROPN', 'PROPN', 'PROPN', 'PROPN']",['PERSON'],1,1,4,"['abthub', 'de', 'lancey', 'middleton']",0,0,"{'abthub', 'lancey'}",1
US300915A,1884-06-24,Geoege baeney stantok,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,"['geoege', 'baeney', 'stantok']",0,0,"{'geoege', 'baeney', 'stantok'}",1
US300926A,1884-06-24,Half to james stuaet,"['NOUN', 'PART', 'PROPN', 'PROPN']",['CARDINAL'],1,0,4,"['half', 'to', 'james', 'stuaet']",0,0,{'stuaet'},1
US300951A,1884-06-24,Heney eennee cassel,"['PROPN', 'NOUN', 'NOUN']",[],1,0,3,"['heney', 'eennee', 'cassel']",0,0,"{'cassel', 'heney', 'eennee'}",1
US300985A,1884-06-24,Alexandbe damienb lagbelle,"['PROPN', 'NOUN', 'NOUN']",['GPE'],1,0,3,"['alexandbe', 'damienb', 'lagbelle']",0,0,"{'lagbelle', 'damienb', 'alexandbe'}",1
US301006A,1884-06-24,Feiedeich adolf ebihlen,"['PROPN', 'NOUN', 'PROPN']",['ORG'],1,0,3,"['feiedeich', 'adolf', 'ebihlen']",0,0,"{'ebihlen', 'feiedeich'}",1
US301077A,1884-06-24,wrig ht,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3,['wrig-ht'],0,0,"{'wrig', 'ht'}",1
US301093A,1884-07-01,Geoege chambeblin and william ii,"['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN']",['PERSON'],1,1,5,"['geoege', 'chambeblin', 'and', 'william', 'ii']",0,0,"{'chambeblin', 'geoege'}",1
US301119A,1884-07-01,Signobs to edwin,"['NOUN', 'ADP', 'PROPN']",['PERSON'],1,1,3,"['signobs', 'to', 'edwin']",0,0,{'signobs'},1
US301126A,1884-07-01,Edmund joed an,"['PROPN', 'VERB', 'PRON']",[],1,0,3,"['edmund', 'joed', 'an']",0,0,{'joed'},1
US301150A,1884-07-01,Half to david p,"['NOUN', 'ADP', 'PROPN', 'NOUN']",[],1,0,4,"['half', 'to', 'david', 'p']",0,0,{'p'},1
US301154A,1884-07-01,Fbedeeick afdeew peioe,"['PROPN', 'ADP', 'PROPN']",['PERSON'],1,1,3,"['fbedeeick', 'afdeew', 'peioe']",0,0,"{'afdeew', 'peioe', 'fbedeeick'}",1
US301159A,1884-07-01,Spencee d,"['NOUN', 'PUNCT', 'PROPN']",[],1,0,3,['spencee-d'],0,0,"{'spencee', 'd'}",1
US301177A,1884-07-01,Oes to edwin haeeington,"['VERB', 'ADP', 'PROPN', 'PROPN']",['PERSON'],1,1,4,"['oes', 'to', 'edwin', 'haeeington']",0,0,{'haeeington'},1
US301184A,1884-07-01,Apparatus for annealing and galvanizing wire,"['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN']",[],1,0,6,"['apparatus', 'for', 'annealing', 'and', 'galvanizing', 'wire']",0,0,"{'galvanizing', 'annealing'}",1
US301220A,1884-07-01,valeraxd de baktge,"['PROPN', 'X', 'PROPN']",[],1,0,3,"['valeraxd', 'de', 'baktge']",0,0,"{'valeraxd', 'baktge'}",1
US301230A,1884-07-01,Xwilliam m,"['PROPN', 'PUNCT', 'PROPN']",['PERSON'],1,1,3,['xwilliam-m'],0,0,"{'xwilliam', 'm'}",1
US301284A,1884-07-01,Ciiak lks scliki,"['PROPN', 'PROPN', 'PROPN']",['ORG'],1,0,3,"['ciiak', 'lks', 'scliki']",0,0,"{'scliki', 'ciiak', 'lks'}",1
US301326A,1884-07-01,Claebistce clark baker and odaville yates,"['PROPN', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'VERB']",['PERSON'],1,1,6,"['claebistce', 'clark', 'baker', 'and', 'odaville', 'yates']",0,0,"{'claebistce', 'odaville'}",1
US301330A,1884-07-01,Manufactuee of glass handles foe teats,"['PROPN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN']",[],1,0,6,"['manufactuee', 'of', 'glass', 'handles', 'foe', 'teats']",0,0,{'manufactuee'},1
US301346A,1884-07-01,eatheeto n,"['PROPN', 'PROPN']",[],1,0,3,"['eatheeto', 'n']",0,0,"{'n', 'eatheeto'}",1
US301376A,1884-07-01,Oliver k lloyd,"['PROPN', 'PROPN', 'NOUN']",['PERSON'],1,1,3,"['oliver', 'k', 'lloyd']",0,0,{'k'},1
US301383A,1884-07-01,Ernest augustus mebus and jacob william de castbo,"['PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['GPE', 'PERSON']",1,1,8,"['ernest', 'augustus', 'mebus', 'and', 'jacob', 'william', 'de', 'castbo']",0,0,"{'mebus', 'castbo'}",1
US301400A,1884-07-01,Calvin eae smith,"['PROPN', 'ADP', 'PROPN']",[],1,0,3,"['calvin', 'eae', 'smith']",0,0,{'eae'},1
US301406A,1884-07-01,Sidstey gilchbist thomas,"['PROPN', 'NOUN', 'PROPN']","['ORG', 'PERSON']",1,1,3,"['sidstey', 'gilchbist', 'thomas']",0,0,"{'sidstey', 'gilchbist'}",1
US301427A,1884-07-01,Wasibingto n beck,"['PROPN', 'PUNCT', 'PROPN', 'NOUN']",['ORG'],1,0,4,"['wasibingto-n', 'beck']",0,0,"{'wasibingto', 'n'}",1
US301444A,1884-07-01,Htdeometee foe light and heavy liquids,"['PROPN', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN']",[],1,0,6,"['htdeometee', 'foe', 'light', 'and', 'heavy', 'liquids']",0,0,{'htdeometee'},1
US301453A,1884-07-01,Half to john h,"['NOUN', 'ADP', 'PROPN', 'PROPN']","['CARDINAL', 'PERSON']",1,1,4,"['half', 'to', 'john', 'h']",0,0,{'h'},1
US301460A,1884-07-01,Assigistoe of olte half to,"['PROPN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'PART']",[],1,0,6,"['assigistoe', 'of', 'olte-half', 'to']",0,0,"{'olte', 'assigistoe'}",1
US301463A,1884-07-01,Akd james o,"['PROPN', 'PROPN', 'PROPN']",[],1,0,3,"['akd', 'james', 'o']",0,0,{'akd'},1
US301485A,1884-07-08,Latjea db maesekee,"['PROPN', 'X', 'PROPN']",['PERSON'],1,1,3,"['latjea', 'db', 'maesekee']",0,0,"{'db', 'maesekee', 'latjea'}",1
US301495A,1884-07-08,Miner s lamp,"['PROPN', 'PART', 'NOUN']",[],1,0,3,"['miner', 's', 'lamp']",0,0,{'s'},1
US301497A,1884-07-08,Half to sidney c,"['NOUN', 'PART', 'PROPN', 'PROPN']",['CARDINAL'],1,0,4,"['half', 'to', 'sidney', 'c']",0,0,{'c'},1
US301566A,1884-07-08,Fotjeth to feedeeick w,"['PROPN', 'PART', 'VERB', 'PROPN']",[],1,0,4,"['fotjeth', 'to', 'feedeeick', 'w']",0,0,"{'fotjeth', 'w', 'feedeeick'}",1
US301574A,1884-07-08,Gk cbompton,"['NOUN', 'PROPN']",[],1,0,3,"['gk', 'cbompton']",0,0,"{'gk', 'cbompton'}",1
