patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US200342A,1878-02-12,Improvement in apparatus for bagging grafn,"['NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'PROPN']",[],1,0,6,"['improvement', 'in', 'apparatus', 'for', 'bagging', 'grafn']",0,0,{'grafn'},1
US200411A,1878-02-19,Improvement in feather renovators,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'feather-renovators']",0,0,{'renovators'},1
US200610A,1878-02-26,Improvement in gar sprin gs,"['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PROPN']",[],1,0,6,"['improvement', 'in', 'gar-sprin', 'gs']",0,0,"{'sprin', 'gs'}",1
US201028A,1878-03-05,Improvement in manufacture of caustic alkalies and preparations of alumina,"['NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN']",[],1,0,10,"['improvement', 'in', 'manufacture', 'of', 'caustic', 'alkalies', 'and', 'preparations', 'of', 'alumina']",0,0,"{'alumina', 'alkalies'}",1
US201467A,1878-03-19,Improvement in lifting jagks,"['NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN']",[],1,0,5,"['improvement', 'in', 'lifting-jagks']",0,0,{'jagks'},1
US201502A,1878-03-19,Improvement in lifting jack and tire tightener,"['NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,9,"['improvement', 'in', 'lifting-jack', 'and', 'tire-tightener']",0,0,{'tightener'},1
US201686A,1878-03-26,Improvement in feather renovators,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'feather-renovators']",0,0,{'renovators'},1
US201871A,1878-04-02,Improvement in feather renovators,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'feather-renovators']",0,0,{'renovators'},1
US201874A,1878-04-02,Improvement jn air and steam engines,"['NOUN', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN']",['PERSON'],1,1,6,"['improvement', 'jn', 'air', 'and', 'steam', 'engines']",0,0,{'jn'},1
US202030A,1878-04-02,Improvement in feather renovators,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'feather-renovators']",0,0,{'renovators'},1
US202299A,1878-04-09,Improvement jn mill,"['NOUN', 'PROPN', 'NOUN']",[],1,0,3,"['improvement', 'jn', 'mill']",0,0,{'jn'},1
US202441A,1878-04-16,Improvement in coating articles with celluloi d,"['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,7,"['improvement', 'in', 'coating', 'articles', 'with', 'celluloi', 'd']",0,0,"{'d', 'celluloi'}",1
US203083A,1878-04-30,Ilviprovelvlenf in churns,"['PROPN', 'ADP', 'NOUN']",[],1,0,3,"['ilviprovelvlenf', 'in', 'churns']",0,0,{'ilviprovelvlenf'},1
US203335A,1878-05-07,Improvtivienf iki printing presses,"['PROPN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvtivienf', 'iki', 'printing-presses']",0,0,{'improvtivienf'},1
US203371A,1878-05-07,Hvip ro v e m ent,"['PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],1,0,6,"['hvip', 'ro', 'v', 'e', 'm', 'ent']",0,0,"{'m', 'hvip', 'v'}",1
US203391A,1878-05-07,Improvement in piston rod packings,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,6,"['improvement', 'in', 'piston-rod', 'packings']",0,0,{'packings'},1
US203413A,1878-05-07,Improvement in armatures for dynamo electric machines,"['NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'NOUN']",[],1,0,8,"['improvement', 'in', 'armatures', 'for', 'dynamo-electric', 'machines']",0,0,{'armatures'},1
US203639A,1878-05-14,Improvement in piston packings,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'piston-packings']",0,0,{'packings'},1
US203644A,1878-05-14,Assigkoe to himself,"['PROPN', 'ADP', 'PRON']",[],1,0,3,"['assigkoe', 'to', 'himself']",0,0,{'assigkoe'},1
US203665A,1878-05-14,Improvem ent in freight car trucks,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,7,"['improvem', 'ent', 'in', 'freight-car', 'trucks']",0,0,{'improvem'},1
US203715A,1878-05-14,Improvement in gigar molds,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'gigar-molds']",0,0,{'gigar'},1
US203728A,1878-05-14,Improvem ent in wardrobe bedsteads,"['PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6,"['improvem', 'ent', 'in', 'wardrobe-bedsteads']",0,0,"{'improvem', 'bedsteads'}",1
US203747A,1878-05-14,Improvement in electro magnetic watchmen s time checks,"['NOUN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,11,"['improvement-in', 'electro-magnetic', 'watchmen', 's', 'time-checks']",0,0,{'s'},1
US203952A,1878-05-21,Improvement in gheese vats,"['NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN']",[],1,0,5,"['improvement', 'in', 'gheese-vats']",0,0,{'gheese'},1
