patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US3404063A,1964-12-28,By-product recovery from kraft black liquor,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'NOUN']",[],1,0,9,"['by-product', 'recovery', 'from', 'kraft', 'black', 'liquor']",0,1
US3419775A,1965-05-12,On-off and proportional position servo motor control system,"['ADP', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN']",[],1,0,11,"['on-off', 'and', 'proportional', 'position', 'servo', 'motor', 'control', 'system']",0,1
US3421070A,1967-03-07,On-off control of scr regulated power supply,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'VERB', 'NOUN', 'NOUN']",[],1,0,10,"['on-off', 'control', 'of', 'scr', 'regulated', 'power', 'supply']",0,1
US3430549A,1966-10-13,Through-the-roof flue and air intake assembly,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'PROPN']",[],1,0,11,"['through-the-roof', 'flue', 'and', 'air', 'intake', 'assembly']",0,1
US3432763A,1966-12-13,Amplifier employing nonlinear dc negative feedback to stabilize its dc operating point,"['ADP', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PART', 'VERB', 'PRON', 'PROPN', 'NOUN', 'NOUN']",['PERSON'],1,1,13,"['amplifier', 'employing', 'nonlinear', 'dc', 'negative', 'feedback', 'to', 'stabilize', 'its', 'dc', 'operating', 'point']",0,1
US3449353A,1966-06-23,"N,n'-diglycidyl hydantoins","['CCONJ', 'PUNCT', 'PROPN', 'VERB']",[],1,0,5,"[""n,n'-diglycidyl"", 'hydantoins']",0,1
US3480082A,1967-09-25,In situ retorting of oil shale using co2 as heat carrier,"['ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'ADP', 'NOUN', 'NOUN']",[],1,0,12,"['in', 'situ', 'retorting', 'of', 'oil', 'shale', 'using', 'co2', 'as', 'heat', 'carrier']",0,1
US3490811A,1968-07-08,In situ acidulation of phosphate rock,"['ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN']",[],1,0,7,"['in', 'situ', 'acidulation', 'of', 'phosphate', 'rock']",0,1
US3491549A,1968-04-19,Outside mounting apparatus for air conditioner,"['ADP', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,7,"['outside', 'mounting', 'apparatus', 'for', 'air', 'conditioner']",0,1
US3494255A,1968-01-12,Through-flow rotary-piston hydraulic motor,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN']",[],1,0,9,"['through-flow', 'rotary-piston', 'hydraulic', 'motor']",0,1
US3400496A,1966-04-11,In-feed mechanism,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['in-feed', 'mechanism']",0,1
US3400542A,1965-10-24,Under ground cable laying vehicle with force feed device,"['ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,10,"['under', 'ground', 'cable', 'laying', 'vehicle', 'with', 'force', 'feed', 'device']",0,1
US3400762A,1966-07-08,In situ thermal recovery of oil from an oil shale,"['ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN']",[],0,0,11,"['in', 'situ', 'thermal', 'recovery', 'of', 'oil', 'from', 'an', 'oil', 'shale']",0,1
US3401913A,1966-02-10,Between flange valve structure,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,"['between', 'flange', 'valve', 'structure']",0,1
US3402550A,1964-05-14,Over temperature protection device for a catalytic muffler for exhaust emissions control in an internal combustion engine system,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",[],0,0,19,"['over', 'temperature', 'protection', 'device', 'for', 'a', 'catalytic', 'muffler', 'for', 'exhaust', 'emissions', 'control', 'in', 'an', 'internal', 'combustion', 'engine', 'system']",0,1
US3403693A,1965-12-13,Or valve for fluid logic circuits,"['CCONJ', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,7,"['or', 'valve', 'for', 'fluid', 'logic', 'circuits']",0,1
US3404219A,1964-05-20,In-band break-in system,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'NOUN']",[],0,0,8,"['in-band', 'break-in', 'system']",0,1
US3404536A,1965-01-15,In situ flash freezing and washing of concentrated solutions,"['ADP', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,10,"['in', 'situ', 'flash', 'freezing', 'and', 'washing', 'of', 'concentrated', 'solutions']",0,1
US3406562A,1966-01-14,On-line exhaust data analysis system,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,"['on-line', 'exhaust', 'data', 'analysis', 'system']",0,1
US3407387A,1965-03-01,On-line banking system,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['on-line', 'banking', 'system']",0,1
US3407575A,1967-12-08,Through-flow spark arrester,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['through-flow', 'spark', 'arrester']",0,1
US3407912A,1966-09-15,Over-speed released fluid operated clutch,"['ADP', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB']",[],0,0,8,"['over-speed', 'released', 'fluid', 'operated', 'clutch']",0,1
US3409426A,1964-11-12,"N, n'-(substituted benzylidene) alkylene diamines and their use in the control of plant growth","['CCONJ', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN']",['ORG'],0,0,17,"['n,', ""n'-(substituted"", 'benzylidene)', 'alkylene', 'diamines', 'and', 'their', 'use', 'in', 'the', 'control', 'of', 'plant', 'growth']",0,1
US3410293A,1964-04-06,In-line blending,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['in-line', 'blending']",0,1
US3410604A,1966-12-01,In-situ oxidation reaction within a subsurface formation containing sulfur,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'NOUN']",[],0,0,12,"['in-situ', 'oxidation', 'reaction', 'within', 'a', 'subsurface', 'formation', 'containing', 'sulfur']",0,1
