patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US748609A,1904-01-05,Thirds to ma as,"['NOUN', 'ADP', 'PROPN', 'ADP']",[],1,0,4,"['thirds', 'to', 'ma', 'as']",1
US749111A,1904-01-05,On,['ADP'],[],0,0,1,['on'],1
US749706A,1904-01-12,The nor,"['PRON', 'CCONJ']",[],0,0,2,"['the', 'nor']",1
US749778A,1904-01-19,Administrator of,"['NOUN', 'ADP']",[],0,0,2,"['administrator', 'of']",1
US750029A,1904-01-19,The nor,"['PRON', 'CCONJ']",[],0,0,2,"['the', 'nor']",1
US750188A,1904-01-19,Administrator of,"['NOUN', 'ADP']",[],0,0,2,"['administrator', 'of']",1
US750411A,1904-01-26,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US750629A,1904-01-26,Instrument for determining the position of cutters on,"['NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],0,0,8,"['instrument', 'for', 'determining', 'the', 'position', 'of', 'cutters', 'on']",1
US750637A,1904-01-26,The nor,"['PRON', 'CCONJ']",[],0,0,2,"['the', 'nor']",1
US751022A,1904-02-02,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US751277A,1904-02-02,Chaeles w,"['NOUN', 'ADP']",[],0,0,2,"['chaeles', 'w']",1
US751486A,1904-02-09,The nor,"['PRON', 'CCONJ']",[],0,0,2,"['the', 'nor']",1
US751804A,1904-02-09,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US752239A,1904-02-16,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US752797A,1904-02-23,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US753014A,1904-02-23,Machine for,"['NOUN', 'ADP']",[],0,0,2,"['machine', 'for']",1
US753401A,1904-03-01,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US770476A,1904-09-20,Cutter for,"['NOUN', 'ADP']",[],0,0,2,"['cutter', 'for']",1
US770482A,1904-09-20,A coeporation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coeporation', 'of']",1
US770483A,1904-09-20,A coepoeation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coepoeation', 'of']",1
US750017A,1904-01-19,Eyeglass or,"['NOUN', 'CCONJ']",['PERSON'],0,1,2,"['eyeglass', 'or']",1
US751418A,1904-02-02,Eyeglass or,"['NOUN', 'CCONJ']",['PERSON'],0,1,2,"['eyeglass', 'or']",1
