patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US2900017A,1957-08-12,Circumferentially traveling shoe type portable tire mounting device,"['PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN']",[],1,0,9,0,0,{'circumferentially'},1
US2900086A,1955-09-19,Shelf banding splicer,"['PROPN', 'NOUN', 'NOUN']",[],1,0,4,0,0,{'splicer'},1
US2900092A,1956-08-06,Apparatus for cubing building blocks,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN']",[],1,0,6,0,0,{'cubing'},1
US2900101A,1957-09-30,Finished cover for underfloor junction box,"['ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PROPN']",[],1,0,7,0,0,{'underfloor'},1
US2900109A,1957-04-29,Method for preheating cementitious insulating material,"['PROPN', 'ADP', 'VERB', 'ADJ', 'VERB', 'NOUN']",[],1,0,7,0,0,"{'preheating', 'cementitious'}",1
US2900143A,1954-09-20,Brake control for uncoiler,"['PROPN', 'NOUN', 'ADP', 'NOUN']",['ORG'],1,0,5,0,0,{'uncoiler'},1
US2900224A,1954-11-30,Method for preparing sodium aluminum hydride,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN']",[],1,0,7,0,0,{'hydride'},1
US2900228A,1944-11-03,"Selective separation of uranium from thorium, protactinium and fission products by peroxide dissolution method","['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],1,0,16,0,0,"{'thorium,', 'protactinium'}",1
US2900234A,1957-02-11,Manufacture of titanium tetrafluoride,"['PROPN', 'ADP', 'NOUN', 'NOUN']",[],1,0,5,0,0,{'tetrafluoride'},1
US2900240A,1956-11-13,Preparation of sodium borohydride,"['NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,5,0,0,{'borohydride'},1
US2900254A,1954-10-13,Process of producing sintered metal sheets,"['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'NOUN']",[],1,0,7,0,0,{'sintered'},1
US2900266A,1957-02-18,Method of increasing fluidity of aqueous industrial mineral slurries,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN']",[],1,0,10,0,0,{'slurries'},1
