patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US2907775A,1958-07-21,"N, n'-bis(dialkoxyphosphinothioyl)-p-benzoquinone diimine compounds","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'VERB']",[],1,0,8,"['n,', ""n'-bis(dialkoxyphosphinothioyl)-p-benzoquinone"", 'diimine', 'compounds']",0,1
US2950475A,1947-11-14,Off-center cursor for ppi,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'PROPN']",[],1,0,7,"['off-center', 'cursor', 'for', 'ppi']",0,1
US2952450A,1959-04-30,In situ exploitation of lignite using steam,"['ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'NOUN']",[],1,0,8,"['in', 'situ', 'exploitation', 'of', 'lignite', 'using', 'steam']",0,1
US2900688A,1958-06-26,In-line coupler,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['in-line', 'coupler']",0,1
US2901072A,1956-06-01,Over-running clutch couplings or the like,"['ADP', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'ADJ']",[],0,0,9,"['over-running', 'clutch', 'couplings', 'or', 'the', 'like']",0,1
US2904919A,1957-09-25,Under ice towing and launching device,"['ADP', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN']",[],0,0,7,"['under', 'ice', 'towing', 'and', 'launching', 'device']",0,1
US2905023A,1956-11-13,In-line reversing mechanism,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['in-line', 'reversing', 'mechanism']",0,1
US2905876A,1957-04-08,On-and-off velocity servosystem,"['ADP', 'PUNCT', 'CCONJ', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,"['on-and-off', 'velocity', 'servosystem']",0,1
US2905877A,1956-05-04,On-off servosystem with proportional control features,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB']",[],0,0,9,"['on-off', 'servosystem', 'with', 'proportional', 'control', 'features']",0,1
US2907437A,1954-02-11,At-will end-of-line or complete justifying typewriter,"['ADP', 'PUNCT', 'AUX', 'VERB', 'PUNCT', 'ADP', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN']",[],0,0,13,"['at-will', 'end-of-line', 'or', 'complete', 'justifying', 'typewriter']",0,1
US2909359A,1954-11-12,Off-shore drilling,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-shore', 'drilling']",0,1
US2909694A,1957-02-26,Over-voltage protective device,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN']",[],0,0,6,"['over-voltage', 'protective', 'device']",0,1
US2909900A,1954-01-06,Off-shore working assembly,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['off-shore', 'working', 'assembly']",0,1
US2911206A,1957-03-08,In situ retorting of oil shale,"['ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,7,"['in', 'situ', 'retorting', 'of', 'oil', 'shale']",0,1
US2913184A,1956-07-17,On-off humidifying systems,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'NOUN']",[],0,0,6,"['on-off', 'humidifying', 'systems']",0,1
US2913369A,1955-07-05,Fungicide,['ADP'],[],0,0,2,['fungicide'],0,1
US2915063A,1957-12-23,In-dwelling cannula,"['ADP', 'PUNCT', 'VERB', 'NOUN']",[],0,0,5,"['in-dwelling', 'cannula']",0,1
