patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US2500016A,1947-04-26,"Epoxyethylcyclohexane hydroxy ethers 
       ","['PROPN', 'VERB', 'NOUN', 'SPACE']",[],1,0,4,0,0,"{'hydroxy', 'ethers', 'epoxyethylcyclohexane'}",1
US2500018A,1946-09-20,"Method of forming anhydrous solid phase alkali metal salts of glycolonitrile 
       ","['PROPN', 'ADP', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,12,0,0,{'glycolonitrile'},1
US2500019A,1946-10-08,"Method of producing polycarboxylic amino acids 
       ","['PROPN', 'ADP', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'polycarboxylic'},1
US2500022A,1946-08-06,"Dialkyl alkoxy methane phosphonates and method of preparation 
       ","['PROPN', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,9,0,0,"{'dialkyl', 'alkoxy', 'phosphonates'}",1
US2500023A,1946-03-16,"Polymerization of substituted ethylenes containing organic coloring matter in presence of azo compounds 
       ","['NOUN', 'ADP', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'SPACE']",[],1,0,14,0,0,"{'azo', 'polymerization', 'ethylenes'}",1
US2500033A,1948-08-25,"1, 5 pentanediol bis cyclohexyl acetate 
       ","['NUM', 'PUNCT', 'NUM', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'VERB', 'SPACE']","['CARDINAL', 'CARDINAL']",1,0,9,0,0,"{'cyclohexyl', '1,', 'pentanediol'}",1
US2500045A,1948-05-29,"Dianil dye photographic filter layer 
       ","['PROPN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'SPACE']",['NORP'],1,0,6,0,0,{'dianil'},1
US2500056A,1945-12-20,"Method and apparatus for solventcleaning finely divided solids 
       ","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'ADV', 'VERB', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'solventcleaning'},1
US2500093A,1942-12-01,"Textile printing paste comprising a diazoamino compound and a substituted benzothiazole 
       ","['NOUN', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'VERB', 'PROPN', 'SPACE']",[],1,0,12,0,0,"{'diazoamino', 'benzothiazole'}",1
US2500099A,1945-12-20,"Diazo sulfonate light sensitive element containing a diketone azo component 
       ","['PROPN', 'ADJ', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,12,0,0,"{'sulfonate', 'diazo', 'azo', 'diketone'}",1
US2500101A,1946-09-10,"Concentration of albumen from whey 
       ","['NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'albumen'},1
US2500110A,1948-06-12,"Bispyridyl compounds containing a silicon atom and process of preparation 
       ","['PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,11,0,0,{'bispyridyl'},1
US2500131A,1945-06-27,"Di nu oxides of amino substituted acridines and quinolines 
       ","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",[],1,0,13,0,0,"{'acridines', 'quinolines'}",1
US2500142A,1947-04-24,"Thio ether substituted thiazoles and selenazoles and process of preparing the same 
       ","['PROPN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'SPACE']",[],1,0,14,0,0,"{'selenazoles', 'thiazoles', 'thio'}",1
US2500148A,1946-10-17,"Preparation of phenolphthalein beta beta' diglucoside octaacetate 
       ","['NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'SPACE']",[],1,0,7,0,0,"{'phenolphthalein', 'diglucoside', ""beta'"", 'octaacetate'}",1
US2500153A,1949-03-26,"Tilting cathode for ignitron 
       ","['VERB', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,5,0,0,{'ignitron'},1
US2500157A,1948-06-24,"Applier for applying a length of an adhesive tape to a surface 
       ","['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE']",[],1,0,13,0,0,{'applier'},1
US2500161A,1948-08-14,"Conversion of 1 olefins in the presence of lead tetraacetate 
       ","['NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'SPACE']",['CARDINAL'],1,0,12,0,0,"{'tetraacetate', 'olefins'}",1
US2500162A,1948-09-02,"Method of preparing viscous oils by the thermal condensation of short chain monoolkfins with long chain monoolefins 
       ","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'SPACE']",[],1,0,18,0,0,"{'monoolkfins', 'monoolefins'}",1
US2500173A,1947-01-02,"Extraction of digitalis glycosides 
       ","['NOUN', 'ADP', 'PROPN', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'glycosides'},1
US2500202A,1947-06-07,"Method of and apparatus for refrigerating 
       ","['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'SPACE']",[],1,0,7,0,0,{'refrigerating'},1
US2500204A,1944-06-06,"Apparatus for supporting and manipulating workpieces 
       ","['PROPN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'workpieces'},1
US2500210A,1946-10-31,"Preparation of an oxo synthesis catalyst 
       ","['NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'oxo'},1
US2500229A,1946-09-28,"Polymeric 2, 2, 4 trimethyl tetrahydro quinoline as stabilizer for diene polymers 
       ","['PROPN', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']","['PRODUCT', 'DATE', 'CARDINAL']",1,0,18,0,0,"{'tetrahydro', 'polymeric', 'quinoline', 'diene', '2,', 'trimethyl'}",1
US2500231A,1945-11-20,"Enamel opacifier and method of making 
       ","['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'SPACE']",['ORG'],1,0,7,0,0,{'opacifier'},1
US2500234A,1944-02-12,"Compressor surge control for exhaust turbine driven superchargers 
       ","['PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'superchargers'},1
US2500250A,1947-07-25,"Sanitary pillowslip and sweat guard therefor 
       ","['PROPN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'SPACE']",[],1,0,7,0,0,{'pillowslip'},1
US2500260A,1948-05-08,"Method for the preparation of fumaric acid 
       ","['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'fumaric'},1
US2500284A,1946-10-02,"Apparatus for electroanalysis 
       ","['PROPN', 'ADP', 'NOUN', 'SPACE']",[],1,0,4,0,0,{'electroanalysis'},1
US2500289A,1946-08-30,"Telephone pulse repeater actuated by break period 
       ","['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'actuated'},1
US2500290A,1947-07-01,"Panhead for a tripod 
       ","['PROPN', 'ADP', 'DET', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'panhead'},1
US2500292A,1945-02-02,"Multipoint electrical connector 
       ","['PROPN', 'ADJ', 'NOUN', 'SPACE']",[],1,0,4,0,0,{'multipoint'},1
US2500296A,1945-07-23,"Synthesis of substituted pteridines 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'pteridines'},1
US2500307A,1947-04-05,"Aliphatic olefins and cyclic process for manufacture thereof 
       ","['ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'ADV', 'SPACE']",[],1,0,9,0,0,"{'aliphatic', 'olefins'}",1
US2500317A,1945-03-16,"Production of linear polyamides 
       ","['NOUN', 'ADP', 'PROPN', 'VERB', 'SPACE']",[],1,0,5,0,0,{'polyamides'},1
US2500329A,1948-11-18,"Azeotropic distillation of 1 butanol from methyl nu butyl ketone 
       ","['ADJ', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",['QUANTITY'],1,0,13,0,0,"{'butanol', 'butyl', 'azeotropic', 'ketone'}",1
US2500356A,1943-02-24,"Frequency control for oscillators 
       ","['PROPN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'oscillators'},1
US2500388A,1948-07-21,"Fluorocarbon ethers 
       ","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'ethers'},1
US2500405A,1946-02-04,"Reticle mount 
       ","['PROPN', 'PROPN', 'SPACE']",['ORG'],1,0,3,0,0,{'reticle'},1
US2500435A,1948-05-21,"Pentosan and feed concentrates from cottonseed hulls 
       ","['NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'pentosan'},1
US2500461A,1947-06-25,"Claw lever and rack actuated parallel jaw wrench 
       ","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'PROPN', 'NOUN', 'SPACE']",[],1,0,13,0,0,{'actuated'},1
US2500464A,1946-08-16,"Usher's flashlight 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""usher's""}",1
US2500472A,1948-10-20,"Control for coolants in liquid cooled motors 
       ","['VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'VERB', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'coolants'},1
US2500483A,1946-04-22,"Legume huller having stationary knives 
       ","['PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'SPACE']",['ORG'],1,0,6,0,0,"{'legume', 'huller'}",1
US2500501A,1946-09-12,"Method of making heat exchangers 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'exchangers'},1
US2500507A,1947-04-07,"Apparatus for teaching of typewriting 
       ","['PROPN', 'ADP', 'NOUN', 'ADP', 'VERB', 'SPACE']",[],1,0,6,0,0,{'typewriting'},1
US2500557A,1944-09-12,"Balance and hairspring timepiece regulator 
       ","['NOUN', 'CCONJ', 'VERB', 'PROPN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'hairspring'},1
US2500570A,1945-10-26,"Production of tetramethylol cyclopentanone 
       ","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'SPACE']",[],1,0,6,0,0,"{'cyclopentanone', 'tetramethylol'}",1
US2500587A,1947-06-03,"Platen rotating mechanism for stenographic typewriters 
       ","['PROPN', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],1,0,7,0,0,"{'platen', 'stenographic'}",1
US2500590A,1947-02-25,"Toggle actuated and adjustable mounted pivoted jaw wrench 
       ","['PROPN', 'VERB', 'CCONJ', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,9,0,0,{'actuated'},1
US2500596A,1944-04-15,"Extractive distillation process for separating the azeotropic distillate mixture of allyl alcohol and allyl acetate 
       ","['ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'PROPN', 'VERB', 'SPACE']",[],1,0,16,0,0,"{'extractive', 'allyl', 'distillate', 'azeotropic'}",1
US2500597A,1946-09-28,"Polymeric 2, 2, 4 trimethyl tetrahydroquinoline 
       ","['PROPN', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'SPACE']","['PRODUCT', 'DATE', 'CARDINAL']",1,0,11,0,0,"{'trimethyl', 'tetrahydroquinoline', 'polymeric', '2,'}",1
US2500607A,1944-03-14,"Copolymers of diallyl phthalate with allyl vinyl phthalate 
       ","['NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'VERB', 'SPACE']",[],1,0,9,0,0,"{'phthalate', 'diallyl', 'allyl', 'copolymers'}",1
US2500615A,1950-03-14,Electron tube controlled kelay ,"['PROPN', 'NOUN', 'VERB', 'NOUN']",[],1,0,4,0,0,{'kelay'},1
US2500633A,1943-08-13,"Apparatus for reproducing radiolocation intelligence at a remote point 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SPACE']",[],1,0,10,0,0,{'radiolocation'},1
US2500645A,1946-02-21,"Electron discharge tube amplifying, repeating, and modulating circuit arrangements 
       ","['PROPN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,12,0,0,"{'repeating,', 'amplifying,'}",1
US2500713A,1946-11-13,"Monoalkamine esters of pyrrole 3 carboxylic acids 
       ","['PROPN', 'NOUN', 'ADP', 'SPACE', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,8,0,0,"{'carboxylic', 'monoalkamine', 'esters', 'pyrrole'}",1
US2500714A,1944-10-30,"4 phenyl 1 alkyl isonipecotic acid lactones 
       ","['NUM', 'PUNCT', 'SPACE', 'PUNCT', 'PROPN', 'ADJ', 'PROPN', 'VERB', 'SPACE']",['CARDINAL'],1,0,9,0,0,"{'isonipecotic', 'lactones', 'alkyl'}",1
US2500732A,1946-06-13,"Process of preparing monoethyldibenzofuran 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'monoethyldibenzofuran'},1
US2500733A,1946-06-13,"Process of preparing vinyldibenzofuran 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'vinyldibenzofuran'},1
US2500734A,1946-06-13,"Process of preparing 2 ethyldibenzofuran 
       ","['PROPN', 'ADP', 'VERB', 'NUM', 'PUNCT', 'NOUN', 'SPACE']",['QUANTITY'],1,0,7,0,0,{'ethyldibenzofuran'},1
US2500736A,1947-01-04,"Method of separating a diolefin from a monoolefin 
       ","['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE']",[],1,0,9,0,0,"{'diolefin', 'monoolefin'}",1
US2500738A,1945-07-03,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500739A,1945-09-01,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500740A,1945-04-30,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500741A,1945-07-30,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500742A,1945-07-30,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500743A,1945-09-12,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500744A,1946-08-19,"Invalid's bed 
       ","['PROPN', 'PART', 'NOUN', 'SPACE']",['ORG'],1,0,4,0,0,"{""invalid's""}",1
US2500745A,1944-09-21,"Bucket structure for high temperature turbomachines 
       ","['PROPN', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['GPE'],1,0,8,0,0,{'turbomachines'},1
US2500775A,1947-07-23,"Apparatus for the controlled germination of grain during malting 
       ","['PROPN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'SPACE']",[],1,0,10,0,0,"{'germination', 'malting'}",1
US2500842A,1944-02-08,"Aminotriazine organosilicon composition 
       ","['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],1,0,5,0,0,"{'organosilicon', 'aminotriazine'}",1
US2500843A,1944-03-10,"Composition of urea formaldehyde and organosilicon compound 
       ","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'SPACE']",[],1,0,9,0,0,{'organosilicon'},1
US2500916A,1941-07-14,"Method and apparatus for controlling vaporization 
       ","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'vaporization'},1
US2500934A,1943-04-02,"Apparatus for the stripping of volatiles from fluids 
       ","['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,9,0,0,{'volatiles'},1
US2500946A,1946-09-19,"Process for making bromine cyanide 
       ","['NOUN', 'ADP', 'VERB', 'PROPN', 'VERB', 'SPACE']",[],1,0,6,0,0,{'bromine'},1
US2500961A,1944-11-20,"Method of production of ddt 
       ","['PROPN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'ddt'},1
US2500964A,1945-05-08,"Method of and apparatus for testing the inflammability of fluids 
       ","['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,11,0,0,{'inflammability'},1
US2501014A,1946-05-01,"Method of obtaining highly purified streptomycin acid addition salts 
       ","['PROPN', 'ADP', 'VERB', 'ADV', 'PUNCT', 'VERB', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],1,0,12,0,0,{'streptomycin'},1
US2501054A,1948-10-28,"Unloader for pumps 
       ","['PROPN', 'ADP', 'VERB', 'SPACE']",[],1,0,4,0,0,{'unloader'},1
US2501128A,1947-04-18,"Method of preparing ferromagnetic powder 
       ","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'ferromagnetic'},1
US2501141A,1948-04-19,"Method and apparatus for refrigerating railroad cars 
       ","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,8,0,0,{'refrigerating'},1
US2501184A,1944-04-06,"Method of dyeing keratinous fibers 
       ","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'keratinous'},1
US2501199A,1946-12-26,"2 p menthyl carbinyl acetate 
       ","['NUM', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'VERB', 'SPACE']","['CARDINAL', 'ORG']",1,0,8,0,0,"{'carbinyl', 'p', 'menthyl'}",1
US2501200A,1946-12-26,"Process for production of menthane aldehyde 
       ","['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'SPACE']",[],1,0,7,0,0,"{'menthane', 'aldehyde'}",1
US2501225A,1945-06-18,"Portable lever operated tire bead loosener 
       ","['ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'PROPN', 'SPACE']",[],1,0,7,0,0,{'loosener'},1
US2501226A,1949-03-11,"Thio ethers of adiponitrile 
       ","['PROPN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,5,0,0,"{'ethers', 'adiponitrile', 'thio'}",1
US2501237A,1949-04-06,"Sand flusher 
       ","['PROPN', 'ADV', 'SPACE']",[],1,0,3,0,0,{'flusher'},1
US2501265A,1948-02-13,"Roof nosed tuyere 
       ","['PROPN', 'PUNCT', 'ADJ', 'PROPN', 'SPACE']",[],1,0,5,0,0,{'tuyere'},1
US2501283A,1945-06-23,"Apparatus for debeaking fowls 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'debeaking'},1
US2501319A,1945-07-03,"Washover, cutter, and fish removing tool 
       ","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'VERB', 'NOUN', 'SPACE']",[],1,0,9,0,0,"{'cutter,', 'washover,'}",1
US2501331A,1947-02-24,"Liquid cooled rectifier assembly 
       ","['NOUN', 'PUNCT', 'VERB', 'ADJ', 'PROPN', 'SPACE']",[],1,0,6,0,0,{'rectifier'},1
US2501344A,1948-10-12,"Unipolar generator collector neck connections 
       ","['PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",['ORG'],1,0,7,0,0,{'unipolar'},1
US2501351A,1945-05-01,"Impulse receiver for metering systems 
       ","['PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],1,0,6,0,0,{'metering'},1
US2501398A,1948-01-08,"Antiglare shield 
       ","['PROPN', 'VERB', 'SPACE']",['ORG'],1,0,3,0,0,{'antiglare'},1
US2501406A,1945-12-10,"Method of stabilizing dried starch sirup 
       ","['PROPN', 'ADP', 'VERB', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'sirup'},1
US2501438A,1947-03-11,"Streak retinoscope 
       ","['PROPN', 'VERB', 'SPACE']",[],1,0,3,0,0,{'retinoscope'},1
US2501455A,1948-02-16,"3,6 bis dichloroethyl 2,5 diketopiperazine derivatives and hydrolysis products thereof 
       ","['PROPN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADV', 'SPACE']",['CARDINAL'],1,0,12,0,0,"{'diketopiperazine', '2,5', 'dichloroethyl', 'hydrolysis', '3,6'}",1
US2501470A,1946-01-12,"Outboard motor tank, engine, and support assembly 
       ","['PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",[],1,0,10,0,0,"{'tank,', 'engine,'}",1
US2501525A,1946-08-27,"Method of preparing organopolysiloxanes 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,5,0,0,{'organopolysiloxanes'},1
US2501532A,1948-06-03,"Method of controlling deoxidation of steel and adding alloys thereto 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'VERB', 'SPACE']",[],1,0,11,0,0,{'deoxidation'},1
US2501539A,1948-04-26,"Apparatus for applying decalcomanias to hosiery 
       ","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],1,0,7,0,0,{'decalcomanias'},1
US2501547A,1946-10-19,"Vest pocket exposure meter having louvers, light cell, and instrument magnet in contacting layers 
       ","['PROPN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],1,0,17,0,0,"{'cell,', 'louvers,'}",1
US2501550A,1946-09-04,"Electrocardiogram reading device 
       ","['PROPN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,4,0,0,{'electrocardiogram'},1
US2501562A,1945-12-06,"Process for polymerizing styrene in the presence of a polyvinyl alcohol alkyl aldehyde reaction product 
       ","['NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'SPACE']",[],1,0,17,0,0,"{'polymerizing', 'styrene', 'aldehyde', 'alkyl'}",1
US2501647A,1945-06-23,"Method of forming resinous products derived from haloacrylic acid compounds 
       ","['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'VERB', 'SPACE']",[],1,0,11,0,0,"{'haloacrylic', 'resinous'}",1
US2501649A,1949-02-02,"Benzotriazole compound 
       ","['PROPN', 'VERB', 'SPACE']",['ORG'],1,0,3,0,0,{'benzotriazole'},1
