patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US2501191A,1945-07-31,"N, n'-polythioamines as pesticides","['CCONJ', 'PUNCT', 'PROPN', 'ADP', 'NOUN']",[],1,0,6,"['n,', ""n'-polythioamines"", 'as', 'pesticides']",0,1
US2541400A,1944-11-11,"N, n'-alkylenecyanine dyes","['CCONJ', 'PUNCT', 'PROPN', 'VERB']",[],1,0,5,"['n,', ""n'-alkylenecyanine"", 'dyes']",0,1
US2560032A,1945-04-09,"N,n'-piperazino bis-sulfenamides","['CCONJ', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,7,"[""n,n'-piperazino"", 'bis-sulfenamides']",0,1
US2590651A,1949-06-06,After-chlorination of polyvinyl chloride,"['ADP', 'PUNCT', 'NOUN', 'ADP', 'ADJ', 'PROPN']",[],1,0,7,"['after-chlorination', 'of', 'polyvinyl', 'chloride']",0,1
US2502051A,1947-02-05,Inside caliper with dial and micrometer,"['ADP', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'VERB']",[],0,0,7,"['inside', 'caliper', 'with', 'dial', 'and', 'micrometer']",0,1
US2504255A,1947-10-17,Behind-the-lens filter and mask adapter,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN']",[],0,0,10,"['behind-the-lens', 'filter', 'and', 'mask', 'adapter']",0,1
US2504480A,1946-01-21,Amplifier bias system,"['ADP', 'NOUN', 'NOUN']",['PERSON'],0,1,4,"['amplifier', 'bias', 'system']",0,1
US2505746A,1947-10-11,Cocout product and method,"['ADP', 'NOUN', 'CCONJ', 'NOUN']",[],0,0,5,"['cocout', 'product', 'and', 'method']",0,1
US2508496A,1945-09-18,Inside diameter comparator,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,"['inside', 'diameter', 'comparator']",0,1
US2510185A,1946-06-17,By-pass mechanism for folding machines,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],0,0,8,"['by-pass', 'mechanism', 'for', 'folding', 'machines']",0,1
US2510896A,1949-01-17,In-place bearing adjustment wrench,"['ADP', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN']",[],0,0,7,"['in-place', 'bearing', 'adjustment', 'wrench']",0,1
US2512571A,1944-07-31,Over fire air jet for stokers,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,7,"['over', 'fire', 'air', 'jet', 'for', 'stokers']",0,1
US2513249A,1948-12-04,By-pass condenser structure for radio amplifiers,"['ADP', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,9,"['by-pass', 'condenser', 'structure', 'for', 'radio', 'amplifiers']",0,1
US2513873A,1946-04-06,Under bench saw for cutting various sections of wood,"['ADP', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN']",[],0,0,10,"['under', 'bench', 'saw', 'for', 'cutting', 'various', 'sections', 'of', 'wood']",0,1
US2514457A,1944-04-08,Off spot pin detecting and sweep control mechanism for bowling pin spotting machines,"['ADP', 'NOUN', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'VERB', 'NOUN']",[],0,0,14,"['off', 'spot', 'pin', 'detecting', 'and', 'sweep', 'control', 'mechanism', 'for', 'bowling', 'pin', 'spotting', 'machines']",0,1
US2520989A,1944-06-14,Amplifier automatic gain control circuit,"['ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",['PERSON'],0,1,6,"['amplifier', 'automatic', 'gain', 'control', 'circuit']",0,1
US2522567A,1946-06-21,Amplifier feed-back system for magnetic motors,"['ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",['PERSON'],0,1,9,"['amplifier', 'feed-back', 'system', 'for', 'magnetic', 'motors']",0,1
US2523741A,1946-01-31,Through bushing,"['ADP', 'VERB']",[],0,0,3,"['through', 'bushing']",0,1
US2524952A,1947-05-10,On-off check valve,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'VERB']",[],0,0,6,"['on-off', 'check', 'valve']",0,1
US2525485A,1947-06-19,Out of step protection of transmission systems,"['ADP', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,"['out', 'of', 'step', 'protection', 'of', 'transmission', 'systems']",0,1
US2529259A,1950-11-07,For gaseous fuel burners,"['ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,4,"['for', 'gaseous', 'fuel', 'burners']",0,1
US2532492A,1948-08-25,Hf extraction of high sulfur gas oil,"['ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,"['hf', 'extraction', 'of', 'high', 'sulfur', 'gas', 'oil']",0,1
US2533543A,1947-12-06,Off-channel squelch circuit for radio receivers,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,9,"['off-channel', 'squelch', 'circuit', 'for', 'radio', 'receivers']",0,1
US2535653A,1946-01-09,Inside burr removing apparatus,"['ADP', 'NOUN', 'VERB', 'NOUN']",[],0,0,5,"['inside', 'burr', 'removing', 'apparatus']",0,1
US2537709A,1947-03-21,Under-cutting tool,"['ADP', 'PUNCT', 'VERB', 'NOUN']",[],0,0,5,"['under-cutting', 'tool']",0,1
US2540019A,1941-02-14,Amplifier valve for ultra-short waves,"['ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'NOUN']",['PERSON'],0,1,8,"['amplifier', 'valve', 'for', 'ultra-short', 'waves']",0,1
US2546325A,1945-06-28,Through flow type solenoid valve,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['through', 'flow', 'type', 'solenoid', 'valve']",0,1
US2547946A,1944-12-22,Inside form for casting elongated hollow concrete structures,"['ADP', 'NOUN', 'ADP', 'VERB', 'VERB', 'ADJ', 'ADJ', 'NOUN']",[],0,0,9,"['inside', 'form', 'for', 'casting', 'elongated', 'hollow', 'concrete', 'structures']",0,1
US2551671A,1946-03-11,Over-center mechanism,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['over-center', 'mechanism']",0,1
US2552252A,1948-03-26,"N, n'-diarylthiazolinocarbocyanine dyes","['CCONJ', 'PUNCT', 'ADJ', 'NOUN']","['ORG', 'ORG']",0,0,5,"['n,', ""n'-diarylthiazolinocarbocyanine"", 'dyes']",0,1
US2553351A,1946-04-23,Weft controlling and cutting means for shuttleless looms,"['ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB']",['ORG'],0,0,9,"['weft', 'controlling', 'and', 'cutting', 'means', 'for', 'shuttleless', 'looms']",0,1
US2556272A,1948-05-12,Down winding device,"['ADP', 'VERB', 'NOUN']",[],0,0,4,"['down', 'winding', 'device']",0,1
US2557801A,1947-12-08,Under shelf attachment for containers,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,6,"['under', 'shelf', 'attachment', 'for', 'containers']",0,1
US2558534A,1950-06-19,Over-pressure protective device,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN']",[],0,0,6,"['over-pressure', 'protective', 'device']",0,1
US2558640A,1948-06-08,Through conductor relay with detachable armature assembly,"['ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,8,"['through', 'conductor', 'relay', 'with', 'detachable', 'armature', 'assembly']",0,1
US2559392A,1948-09-10,On track railway brake,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,"['on', 'track', 'railway', 'brake']",0,1
US2562613A,1948-02-13,Over-center lever actuated clutch,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'VERB']",[],0,0,7,"['over-center', 'lever', 'actuated', 'clutch']",0,1
US2563527A,1951-08-07,Or truing apparatus,"['CCONJ', 'NOUN', 'NOUN']",[],0,0,3,"['or', 'truing', 'apparatus']",0,1
US2563862A,1944-12-16,By-pass arrangement for pumping apparatus,"['ADP', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],0,0,8,"['by-pass', 'arrangement', 'for', 'pumping', 'apparatus']",0,1
US2565605A,1947-10-13,Off-center lock,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-center', 'lock']",0,1
US2567029A,1948-02-26,Throwout device for door operators,"['ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,6,"['throwout', 'device', 'for', 'door', 'operators']",0,1
US2567993A,1947-09-09,Weft inserting device,"['ADP', 'VERB', 'NOUN']",['ORG'],0,0,4,"['weft', 'inserting', 'device']",0,1
US2571045A,1945-08-08,Amplifier coupling circuit,"['ADP', 'NOUN', 'NOUN']",['PERSON'],0,1,4,"['amplifier', 'coupling', 'circuit']",0,1
US2575995A,1946-06-10,By-pass filter,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['by-pass', 'filter']",0,1
US2579391A,1946-06-13,In-place resurfacing of ponderous cylinders,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,8,"['in-place', 'resurfacing', 'of', 'ponderous', 'cylinders']",0,1
US2579656A,1949-01-31,By-pass meter bar,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['by-pass', 'meter', 'bar']",0,1
US2581946A,1949-01-25,"Inside and outside calipers, height and depth gauge, with dial indicator","['ADP', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN']",[],0,0,14,"['inside', 'and', 'outside', 'calipers,', 'height', 'and', 'depth', 'gauge,', 'with', 'dial', 'indicator']",0,1
US2584602A,1945-10-22,Inside gauge,"['ADP', 'NOUN']",[],0,0,3,"['inside', 'gauge']",0,1
US2589711A,1948-05-05,Off-channel squelch circuit for radio receivers,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,9,"['off-channel', 'squelch', 'circuit', 'for', 'radio', 'receivers']",0,1
US2590314A,1945-05-12,On-off indicator for radio apparatus,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,"['on-off', 'indicator', 'for', 'radio', 'apparatus']",0,1
