patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US2500250A,1947-07-25,Sanitary pillowslip and sweat guard therefor,"['PROPN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],1,0,7,"['sanitary', 'pillowslip', 'and', 'sweat', 'guard', 'therefor']",1
US2500309A,1946-03-23,Shelf and divider assembly and spring clip anchoring means therefor,"['PROPN', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP']",[],1,0,11,"['shelf', 'and', 'divider', 'assembly', 'and', 'spring', 'clip', 'anchoring', 'means', 'therefor']",1
US2501036A,1945-06-11,Drill jig,"['PROPN', 'ADP']",[],1,0,3,"['drill', 'jig']",1
US2501493A,1942-02-02,Vehicle tire and tread therefor,"['PROPN', 'NOUN', 'CCONJ', 'VERB', 'ADP']",[],1,0,6,"['vehicle', 'tire', 'and', 'tread', 'therefor']",1
US2502733A,1946-08-30,Kettle drum and timpani therefor,"['NOUN', 'NOUN', 'CCONJ', 'PROPN', 'ADP']",[],1,0,6,"['kettle', 'drum', 'and', 'timpani', 'therefor']",1
US2502841A,1946-02-05,Method of modifying the surface characteristics of polyethylene structures and product resulting therefrom,"['PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP']",[],1,0,14,"['method', 'of', 'modifying', 'the', 'surface', 'characteristics', 'of', 'polyethylene', 'structures', 'and', 'product', 'resulting', 'therefrom']",1
US2503129A,1948-02-24,Vehicle unloader,"['PROPN', 'ADP']",[],1,0,3,"['vehicle', 'unloader']",1
US2503302A,1949-02-17,Geiger counter and gas atmosphere therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP']",[],1,0,7,"['geiger', 'counter', 'and', 'gas', 'atmosphere', 'therefor']",1
US2504862A,1949-08-10,Churn and adapter therefor,"['PROPN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,5,"['churn', 'and', 'adapter', 'therefor']",1
US2505247A,1950-04-25,Process fob the preparation of,"['PROPN', 'VERB', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['process', 'fob', 'the', 'preparation', 'of']",1
US2505629A,1949-06-30,Method of depositing silica films and preparation of solutions therefor,"['PROPN', 'ADP', 'VERB', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,11,"['method', 'of', 'depositing', 'silica', 'films', 'and', 'preparation', 'of', 'solutions', 'therefor']",1
US2506634A,1946-01-22,Jack and lubricated bearing means therefor,"['PROPN', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'ADP']",['PERSON'],1,1,7,"['jack', 'and', 'lubricated', 'bearing', 'means', 'therefor']",1
US2507277A,1950-05-09,Apparatus fob the ignition of,"['PROPN', 'VERB', 'DET', 'NOUN', 'ADP']",[],1,0,5,"['apparatus', 'fob', 'the', 'ignition', 'of']",1
US2507608A,1946-10-28,Apparatus for dehydrating gas and recovering condensable hydrocarbons therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP']",[],1,0,10,"['apparatus', 'for', 'dehydrating', 'gas', 'and', 'recovering', 'condensable', 'hydrocarbons', 'therefrom']",1
US2507831A,1950-05-16,Alkyl-sulfonic acid salts of,"['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'ADP']",[],1,0,6,"['alkyl-sulfonic', 'acid', 'salts', 'of']",1
US2508192A,1945-03-07,Arc lamp and circuit therefor,"['PROPN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",['PERSON'],1,1,6,"['arc', 'lamp', 'and', 'circuit', 'therefor']",1
US2508257A,1950-05-16,Process of preparing acetals of,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP']",[],1,0,5,"['process', 'of', 'preparing', 'acetals', 'of']",1
