patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1193540A,1916-08-08,Method fob converting higher-boiling petroleum hydrocarbons into,"['PROPN', 'AUX', 'VERB', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'ADP']",[],1,0,9,"['method', 'fob', 'converting', 'higher-boiling', 'petroleum', 'hydrocarbons', 'into']",1
US1193541A,1916-08-08,Method foe converting higher-boiling petroleum hydrocarbons into,"['PROPN', 'AUX', 'VERB', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'ADP']",[],1,0,9,"['method', 'foe', 'converting', 'higher-boiling', 'petroleum', 'hydrocarbons', 'into']",1
US1195455A,1916-08-22,Raveluto pick-to,"['PROPN', 'NOUN', 'PUNCT', 'ADP']",[],1,0,4,"['raveluto', 'pick-to']",1
US1195934A,1916-08-22,Assigi ios osi cub-hals  to,"['NOUN', 'VERB', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'SPACE', 'ADP']",[],1,0,8,"['assigi', 'ios', 'osi', 'cub-hals', 'to']",1
US1175224A,1916-03-14,Pboces of,"['NOUN', 'ADP']",[],0,0,2,"['pboces', 'of']",1
US1193019A,1916-08-01,A coffiposatioh of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'coffiposatioh', 'of']",1
US1193049A,1916-08-01,Assiotob to,"['VERB', 'ADP']",[],0,0,2,"['assiotob', 'to']",1
US1193145A,1916-08-01,Bath tub fixture or,"['NOUN', 'NOUN', 'NOUN', 'CCONJ']",[],0,0,4,"['bath', 'tub', 'fixture', 'or']",1
US1193420A,1916-08-01,A cobpobation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'cobpobation', 'of']",1
US1193542A,1916-08-08,Building block ob,"['NOUN', 'NOUN', 'ADP']",[],0,0,3,"['building', 'block', 'ob']",1
US1193691A,1916-08-08,Tire in,"['NOUN', 'ADP']",[],0,0,2,"['tire', 'in']",1
US1193738A,1916-08-08,Pateot of,"['NOUN', 'ADP']",[],0,0,2,"['pateot', 'of']",1
US1193914A,1916-08-08,Proportional compasses for per,"['ADJ', 'NOUN', 'ADP', 'ADP']",[],0,0,4,"['proportional', 'compasses', 'for', 'per']",1
US1194295A,1916-08-08,Hand ob,"['NOUN', 'ADP']",[],0,0,2,"['hand', 'ob']",1
US1194426A,1916-08-15,Device fob locking cottebs and peeventing same fbom dbopping out of,"['NOUN', 'ADV', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADP']",[],0,0,11,"['device', 'fob', 'locking', 'cottebs', 'and', 'peeventing', 'same', 'fbom', 'dbopping', 'out', 'of']",1
US1194579A,1916-08-15,Assigwob of owe-fousth to,"['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],0,0,6,"['assigwob', 'of', 'owe-fousth', 'to']",1
US1194715A,1916-08-15,A cobpobatiqn of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'cobpobatiqn', 'of']",1
US1194759A,1916-08-15,A cospobation of,"['DET', 'NOUN', 'ADP']",[],0,0,3,"['a', 'cospobation', 'of']",1
US1195562A,1916-08-22,Mail delivering and receiving device for,"['NOUN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP']",[],0,0,6,"['mail', 'delivering', 'and', 'receiving', 'device', 'for']",1
US1195952A,1916-08-22,Assigitoe to the fafnie beae,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP']",[],0,0,5,"['assigitoe', 'to', 'the', 'fafnie', 'beae']",1
US1196012A,1916-08-29,Track-handling device for,"['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP']",[],0,0,5,"['track-handling', 'device', 'for']",1
US1196115A,1916-08-29,Spectacle ob,"['NOUN', 'ADP']",[],0,0,2,"['spectacle', 'ob']",1
