patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US2702414A,1953-10-05,Inside storm window for casement windows,"['ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'VERB']",[],1,0,7,0,1
US2725110A,1954-03-05,Over center tractor clutch lever,"['ADP', 'NOUN', 'NOUN', 'VERB', 'PROPN']",[],1,0,6,0,1
US2735736A,1956-02-21,And floating wrist pin thereof and process,"['CCONJ', 'VERB', 'NOUN', 'PROPN', 'ADV', 'CCONJ', 'VERB']",[],1,0,7,0,1
US2752336A,1956-06-26,For the pu,"['ADP', 'DET', 'PROPN']",[],1,0,3,0,1
US2768931A,1954-07-19,In a lead sulfide sweetening process adding dissolved lead oxide to maintain activity of lead sulfide,"['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'VERB']",[],1,0,17,0,1
US2701281A,1949-04-01,Amplifier employing semiconductor,"['ADP', 'VERB', 'NOUN']",['PERSON'],0,1,4,0,1
US2701405A,1953-10-29,Weft straightening mechanism for tenter frames,"['ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,7,0,1
US2701992A,1950-03-03,Between-the-lens shutter,"['ADP', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,7,0,1
US2704558A,1952-11-17,Inside selvedge motion for use in looms,"['ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN']",[],0,0,8,0,1
US2704932A,1952-02-07,Through-feed machines with automatic transfer mechanisms,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']",[],0,0,9,0,1
US2705328A,1953-04-21,Inside trousers belt,"['ADP', 'NOUN', 'VERB']",[],0,0,4,0,1
US2709178A,1950-10-24,"N, n'-tetra-acetic acids","['CCONJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN']",[],0,0,7,0,1
US2711693A,1951-05-25,Below center of form roller auxiliary distributor roller,"['ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN']",[],0,0,9,0,1
US2714145A,1952-05-21,Under keyboard switch,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2714338A,1953-08-13,Inside flash trimmer,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2716547A,1954-12-16,In-motion weighing of vehicles and apparatus therefor,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB']",[],0,0,10,0,1
US2716585A,1954-11-03,Over-dyeing stockings to produce two-color and ombre effects,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'PART', 'VERB', 'NUM', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN']",['CARDINAL'],0,0,13,0,1
US2716871A,1952-05-20,Over ice chiller,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2717399A,1952-06-24,Under-water viewing device,"['ADP', 'PUNCT', 'NOUN', 'VERB', 'NOUN']",[],0,0,6,0,1
US2717603A,1954-08-24,Pacifier,['ADP'],[],0,0,2,0,1
US2718883A,1955-09-27,From fuel,"['ADP', 'NOUN']",[],0,0,2,0,1
US2720050A,1952-04-02,Under water animal trap support,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB']",[],0,0,6,0,1
US2721449A,1951-07-19,Year'round air conditioning system,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,0,1
US2721572A,1952-09-25,Over-inflation signalling device,"['ADP', 'PUNCT', 'NOUN', 'VERB', 'NOUN']",[],0,0,6,0,1
US2722948A,1953-10-29,Inside line duct,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2723466A,1952-03-04,Near point tachistoscope,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2725314A,1952-01-29,In line treatment of toxic carry-over of work pieces,"['ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'VERB', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,12,0,1
US2725876A,1951-07-19,Under water respirator masks,"['ADP', 'NOUN', 'NOUN', 'NOUN']",[],0,0,5,0,1
US2728355A,1953-10-30,By-pass flow washer,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,0,1
US2731041A,1952-06-18,By-pass assembly for service pipes,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']",[],0,0,8,0,1
US2731718A,1954-06-04,Inside pipe cutter,"['ADP', 'NOUN', 'NOUN']",[],0,0,4,0,1
US2731850A,1956-01-24,For motor vehicles,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US2731869A,1956-01-24,For lathes and the like pparatus,"['ADP', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN']",[],0,0,6,0,1
US2732716A,1956-01-31,Of temperature range,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US2735155A,1956-02-21,With an excess of boron,"['ADP', 'DET', 'NOUN', 'ADP', 'NOUN']",[],0,0,5,0,1
US2735621A,1956-02-21,By-pass thermostat,"['ADP', 'PUNCT', 'VERB', 'NOUN']",[],0,0,4,0,1
US2736084A,1956-02-28,fleischer,['CCONJ'],[],0,0,2,0,1
US2737892A,1948-12-14,On-off self destruction base fuze,"['ADP', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,0,1
US2738477A,1951-08-21,In-line clasp connector,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,0,1
US2743321A,1952-03-21,Amplifier having series-connected output tubes,"['ADP', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN']",['PERSON'],0,1,8,0,1
US2746355A,1952-11-10,Inside adjustable rearview mirror for automobiles,"['ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN']",[],0,0,7,0,1
US2747044A,1953-07-30,By-pass assembly for electrical regulators,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,8,0,1
US2747354A,1953-09-29,Below ground row crop harvesting unit,"['ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,7,0,1
US2747906A,1952-10-03,Inside control for refrigerator door latches,"['ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB']",[],0,0,7,0,1
US2749919A,1956-06-12,In ven tor,"['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US2750834A,1956-06-19,For determining radiation ratios,"['ADP', 'VERB', 'NOUN', 'NOUN']",[],0,0,4,0,1
