patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US2814105A,1957-03-18,Inside pipe and tube cutter,"['ADP', 'NOUN', 'CCONJ', 'PROPN', 'NOUN']",[],1,0,6,"['inside', 'pipe', 'and', 'tube', 'cutter']",0,1
US2830879A,1955-03-10,After treatment of channel carbon black,"['ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADJ']",[],1,0,7,"['after', 'treatment', 'of', 'channel', 'carbon', 'black']",0,1
US2835643A,1952-09-08,After treatment of a polyvinyl chloride polymerizate containing hydrophilic colloid,"['ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN']",[],1,0,11,"['after', 'treatment', 'of', 'a', 'polyvinyl', 'chloride', 'polymerizate', 'containing', 'hydrophilic', 'colloid']",0,1
US2838627A,1957-03-15,By-pass arrangement for an electrical meter mount,"['ADP', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN']",[],1,0,10,"['by-pass', 'arrangement', 'for', 'an', 'electrical', 'meter', 'mount']",0,1
US2878254A,1956-09-06,"N, n'-alkylene-bis-(3-hydroxypiperidine) compounds and preparation thereof","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADV']",['ORG'],1,0,13,"['n,', ""n'-alkylene-bis-(3-hydroxypiperidine)"", 'compounds', 'and', 'preparation', 'thereof']",0,1
US2899790A,1959-08-18,By ms-za,"['ADP', 'PROPN', 'PUNCT', 'PROPN']",[],1,0,4,"['by', 'ms-za']",0,1
US2800801A,1954-06-16,In-line hydraulic power steering gear,"['ADP', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",[],0,0,8,"['in-line', 'hydraulic', 'power', 'steering', 'gear']",0,1
US2801082A,1955-01-03,Off set internal heat exchanger bundles,"['ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",[],0,0,7,"['off', 'set', 'internal', 'heat', 'exchanger', 'bundles']",0,1
US2801253A,1957-07-30,In situ epoxidation of organic esters,"['ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],0,0,6,"['in', 'situ', 'epoxidation', 'of', 'organic', 'esters']",0,1
US2802442A,1952-05-21,In-line speedometer indicator,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,"['in-line', 'speedometer', 'indicator']",0,1
US2803301A,1953-09-11,Inside cutter,"['ADP', 'NOUN']",[],0,0,3,"['inside', 'cutter']",0,1
US2803325A,1954-11-01,Over-running and torque limiting clutch,"['ADP', 'PUNCT', 'VERB', 'CCONJ', 'NOUN', 'VERB', 'VERB']",[],0,0,8,"['over-running', 'and', 'torque', 'limiting', 'clutch']",0,1
US2808229A,1954-11-12,Off-shore drilling,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-shore', 'drilling']",0,1
US2808230A,1955-01-17,Off-shore drilling,"['ADP', 'PUNCT', 'NOUN', 'NOUN']",[],0,0,5,"['off-shore', 'drilling']",0,1
US2808626A,1954-09-21,Outside sliding window shutter,"['ADP', 'VERB', 'NOUN', 'NOUN']",[],0,0,5,"['outside', 'sliding', 'window', 'shutter']",0,1
