patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US2800004A,1953-01-19,"Multipart articulated shaft, particularly for agricultural machinery, which is variable in length during service and provided with a safety catch","['PROPN', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN']",[],1,0,23,0,0,"{'multipart', 'shaft,', 'machinery,'}",1
US2800017A,1952-05-14,Recording device for a plurality of instantaneous flows as a function of a pluralityof flown volumes,"['VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'VERB', 'NOUN']",[],1,0,17,0,0,{'pluralityof'},1
US2800064A,1953-03-25,Method for copying relief images taken on lenticulated film,"['PROPN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']",[],1,0,10,0,0,{'lenticulated'},1
US2800066A,1952-10-23,Turf perforating and aerating machine,"['PROPN', 'VERB', 'CCONJ', 'VERB', 'NOUN']",[],1,0,6,0,0,{'aerating'},1
US2800068A,1952-11-06,"Heating, ventilating, and windshield defrosting apparatus","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PROPN', 'NOUN']",[],1,0,9,0,0,"{'ventilating,', 'heating,'}",1
US2800085A,1956-02-10,Apparatus for degasifying liquid in wells,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,0,0,{'degasifying'},1
US2800146A,1954-03-17,Brake means for tufting yarn spool,"['PROPN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",['ORG'],1,0,8,0,0,{'tufting'},1
US2800201A,1954-01-18,Antiskid device for vehicles,"['PROPN', 'NOUN', 'ADP', 'NOUN']",['PERSON'],1,1,5,0,0,{'antiskid'},1
US2800214A,1953-04-21,Means for holding labels on platen,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN']",[],1,0,7,0,0,{'platen'},1
US2800217A,1954-09-02,Harvester infeed mechanism,"['PROPN', 'VERB', 'NOUN']",['PERSON'],1,1,4,0,0,{'infeed'},1
US2800227A,1955-11-16,Lime sifter,"['PROPN', 'NOUN']",[],1,0,3,0,0,{'sifter'},1
US2800269A,1954-03-09,Valved bag,"['PROPN', 'NOUN']",[],1,0,3,0,0,{'valved'},1
US2800299A,1955-09-30,Nozzlebox structure for high temperature steam turbine,"['PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",[],1,0,8,0,0,{'nozzlebox'},1
US2800341A,1954-10-19,Drawbar assembly constructed so as to increase towing vehicle traction,"['PROPN', 'NOUN', 'VERB', 'SCONJ', 'SCONJ', 'PART', 'VERB', 'VERB', 'NOUN', 'NOUN']",['LOC'],1,0,11,0,0,{'drawbar'},1
US2800346A,1955-12-29,Hand actuated toggle,"['PROPN', 'VERB', 'NOUN']",[],1,0,4,0,0,{'actuated'},1
US2800370A,1954-04-28,Safety interlock apparatus for antiwheel slide equipment,"['NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'NOUN']",[],1,0,8,0,0,{'antiwheel'},1
