patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US2000011A,1934-07-02,Brake shoe expander,"['PROPN', 'NOUN', 'NOUN']",['ORG'],1,0,4,"['brake', 'shoe', 'expander']",0,0,{'expander'},1
US2000018A,1930-12-05,Method for the separation of emulsions by electrical action,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']",[],1,0,10,"['method', 'for', 'the', 'separation', 'of', 'emulsions', 'by', 'electrical', 'action']",0,0,{'emulsions'},1
US2000029A,1929-09-04,Keyboard perforator and counter,"['PROPN', 'NOUN', 'CCONJ', 'PROPN']",['ORG'],1,0,5,"['keyboard', 'perforator', 'and', 'counter']",0,0,{'perforator'},1
US2000034A,1931-07-30,Process for the manufacture of certain para n sec alkylamino phenols and other substituted phenols and their salts,"['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PUNCT', 'ADP', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'VERB', 'NOUN', 'CCONJ', 'PRON', 'NOUN']",['ORG'],1,0,23,"['process', 'for', 'the', 'manufacture', 'of', 'certain', 'para-n-sec-alkylamino-phenols', 'and', 'other', 'substituted', 'phenols', 'and', 'their', 'salts']",0,0,"{'phenols', 'alkylamino', 'n'}",1
US2000056A,1933-02-08,Method and apparatus for compressing and indenting,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB']",[],1,0,8,"['method', 'and', 'apparatus', 'for', 'compressing', 'and', 'indenting']",0,0,{'indenting'},1
US2000061A,1933-06-20,Manufacture of diaryl sulphones,"['PROPN', 'ADP', 'NOUN', 'VERB']",[],1,0,5,"['manufacture', 'of', 'diaryl', 'sulphones']",0,0,"{'diaryl', 'sulphones'}",1
US2000069A,1932-05-24,Preparation of lead alkyls,"['NOUN', 'ADP', 'NOUN', 'PROPN']",[],1,0,5,"['preparation', 'of', 'lead', 'alkyls']",0,0,{'alkyls'},1
US2000098A,1927-04-23,Internal combustion motor carburation apparatus and system of control therefor,"['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PROPN']",[],1,0,11,"['internal', 'combustion', 'motor', 'carburation', 'apparatus', 'and', 'system', 'of', 'control', 'therefor']",0,0,{'carburation'},1
US2000103A,1932-10-14,"Apparatus for storage, curing, and preservation of hay","['PROPN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'NOUN', 'ADP', 'PROPN']",[],1,0,11,"['apparatus', 'for', 'storage,', 'curing,', 'and', 'preservation', 'of', 'hay']",0,0,"{'storage,', 'curing,'}",1
US2000106A,1933-01-18,Piston skirt expander,"['PROPN', 'NOUN', 'NOUN']",['ORG'],1,0,4,"['piston', 'skirt', 'expander']",0,0,{'expander'},1
