patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US1300003A,1917-10-19,Brake.,"['PROPN', 'PUNCT']",['ORG'],1,0,3,['brake.'],0,0,{'brake.'},1
US1300004A,1916-05-29,Bobbin stripper.,"['PROPN', 'PUNCT', 'NOUN', 'PUNCT']",[],1,0,5,['bobbin-stripper.'],0,0,{'stripper.'},1
US1300008A,1918-10-29,Spoon attachment.,"['PROPN', 'NOUN', 'PUNCT']",[],1,0,4,"['spoon', 'attachment.']",0,0,{'attachment.'},1
US1300012A,1918-05-09,Brush.,"['PROPN', 'PUNCT']",[],1,0,3,['brush.'],0,0,{'brush.'},1
US1300016A,1917-08-24,Method of and apparatus for engine braking.,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']",[],1,0,10,"['method', 'of', 'and', 'apparatus', 'for', 'engine-braking.']",0,0,{'braking.'},1
US1300022A,1917-02-06,"Relay for telephone centrals, &c.","['VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN']",[],1,0,9,"['relay', 'for', 'telephone-centrals,', '&c.']",0,0,"{'&c.', 'centrals,'}",1
US1300030A,1918-02-26,Parcel handle.,"['PROPN', 'PUNCT', 'NOUN', 'PUNCT']",[],1,0,5,['parcel-handle.'],0,0,{'handle.'},1
US1300031A,1917-07-05,Apparatus for washing and cleansing.,"['PROPN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",[],1,0,7,"['apparatus', 'for', 'washing', 'and', 'cleansing.']",0,0,{'cleansing.'},1
US1300036A,1918-01-30,Rotary internal combustion engine.,"['PROPN', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",[],1,0,7,"['rotary', 'internal-combustion', 'engine.']",0,0,{'engine.'},1
US1300037A,1919-02-13,Padlock.,"['PROPN', 'PUNCT']",[],1,0,3,['padlock.'],0,0,{'padlock.'},1
US1300038A,1916-12-28,Cuff.,"['PROPN', 'PUNCT']",[],1,0,3,['cuff.'],0,0,{'cuff.'},1
US1300041A,1914-12-02,Radius rod brace for autos.,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",[],1,0,8,"['radius-rod', 'brace', 'for', 'autos.']",0,0,{'autos.'},1
US1300044A,1919-02-19,"Fastener for shutters, storm windows, and screens.","['PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT']",[],1,0,12,"['fastener', 'for', 'shutters,', 'storm-windows,', 'and', 'screens.']",0,0,"{'screens.', 'windows,', 'shutters,'}",1
US1300066A,1918-04-06,Glass working apparatus.,"['PROPN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT']",['PERSON'],1,1,6,"['glass-working', 'apparatus.']",0,0,{'apparatus.'},1
US1300067A,1918-05-29,Lifting jack.,"['NOUN', 'PUNCT', 'PROPN', 'PUNCT']",[],1,0,5,['lifting-jack.'],0,0,{'jack.'},1
US1300088A,1918-05-23,Muff.,"['PROPN', 'PUNCT']",[],1,0,3,['muff.'],0,0,{'muff.'},1
US1300105A,1918-06-12,Fastener.,"['PROPN', 'PUNCT']",[],1,0,3,['fastener.'],0,0,{'fastener.'},1
US1300110A,1918-02-09,Production of alumina.,"['NOUN', 'ADP', 'PROPN', 'PUNCT']",[],1,0,5,"['production', 'of', 'alumina.']",0,0,{'alumina.'},1
US1300117A,1915-06-19,Method of and apparatus for welding.,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",[],1,0,8,"['method', 'of', 'and', 'apparatus', 'for', 'welding.']",0,0,{'welding.'},1
