patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US1303006A,1919-05-06,Willabd joseph allphin,"['PROPN', 'PROPN', 'ADP']",[],1,0,3,"['willabd', 'joseph', 'allphin']",1
US1304159A,1919-05-20,Means for opening and closing valves in certain determined intervals of,"['PROPN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP']",[],1,0,11,"['means', 'for', 'opening', 'and', 'closing', 'valves', 'in', 'certain', 'determined', 'intervals', 'of']",1
US1304554A,1919-05-27,Anna eyre gadd executrix of,"['PROPN', 'VERB', 'NOUN', 'NOUN', 'ADP']",[],1,0,5,"['anna', 'eyre', 'gadd', 'executrix', 'of']",1
US1307173A,1919-06-17,Method os and means for inflating and introducing sealing liquid into,"['PROPN', 'PROPN', 'CCONJ', 'VERB', 'ADP', 'VERB', 'CCONJ', 'VERB', 'VERB', 'NOUN', 'ADP']",[],1,0,11,"['method', 'os', 'and', 'means', 'for', 'inflating', 'and', 'introducing', 'sealing', 'liquid', 'into']",1
US1308911A,1919-07-08,Process ojp makijtg compottnbs of,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP']",['PERSON'],1,1,5,"['process', 'ojp', 'makijtg', 'compottnbs', 'of']",1
US1310376A,1919-07-15,Waterproof composition and probttct anb the like anb process of,"['ADJ', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'DET', 'ADP', 'PROPN', 'NOUN', 'ADP']",[],1,0,10,"['waterproof', 'composition', 'and', 'probttct', 'anb', 'the', 'like', 'anb', 'process', 'of']",1
US1311491A,1919-07-29,Method of and apparatus for,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP']",[],1,0,5,"['method', 'of', 'and', 'apparatus', 'for']",1
US1311518A,1919-07-29,Method of and apparatus for,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP']",[],1,0,5,"['method', 'of', 'and', 'apparatus', 'for']",1
US1311519A,1919-07-29,Method of and apparatus for,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP']",[],1,0,5,"['method', 'of', 'and', 'apparatus', 'for']",1
US1312615A,1919-08-12,Method of and apparatus for,"['PROPN', 'ADP', 'CCONJ', 'NOUN', 'ADP']",[],1,0,5,"['method', 'of', 'and', 'apparatus', 'for']",1
US1314229A,1919-08-26,Method of and apparatus fob pboducing phosphoric acid and compounds of,"['PROPN', 'ADP', 'CCONJ', 'PROPN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,11,"['method', 'of', 'and', 'apparatus', 'fob', 'pboducing', 'phosphoric', 'acid', 'and', 'compounds', 'of']",1
US1315662A,1919-09-09,And wateb sefabatob,"['CCONJ', 'PROPN', 'ADP']",[],1,0,3,"['and', 'wateb', 'sefabatob']",1
US1315842A,1919-09-09,jacobs and w,"['PROPN', 'CCONJ', 'ADP']",['ORG'],1,0,3,"['jacobs', 'and', 'w']",1
US1315976A,1919-09-16,mcdonald and,"['PROPN', 'CCONJ']",['ORG'],1,0,3,"['mcdonald', 'and']",1
US1316012A,1919-09-16,Means -tor sbctonrg bottoms to,"['PROPN', 'NOUN', 'NOUN', 'NOUN', 'ADP']",[],1,0,5,"['means', '-tor', 'sbctonrg', 'bottoms', 'to']",1
US1316315A,1919-09-16,Implement eor use in,"['VERB', 'PROPN', 'NOUN', 'ADP']",[],1,0,4,"['implement', 'eor', 'use', 'in']",1
US1316755A,1919-09-23,Method of separately obtainino potassium chlorid and borax from,"['PROPN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,9,"['method', 'of', 'separately', 'obtainino', 'potassium', 'chlorid', 'and', 'borax', 'from']",1
US1317815A,1919-10-07,Abbionob ov ovb-voubxh to,"['PROPN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'ADP']",[],1,0,6,"['abbionob', 'ov', 'ovb-voubxh', 'to']",1
