patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings
US502463A,1893-08-01,Fabric-holder for embroi deri ng-m ach in es,"['NOUN', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'ADP']",['PERSON'],1,1,12,"['fabric-holder', 'for', 'embroi', 'deri', 'ng-m', 'ach', 'in', 'es']",1
US505085A,1893-09-19,Apparatus for purifying steam and removing extraneous matter therefrom,"['PROPN', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'ADP']",[],1,0,9,"['apparatus', 'for', 'purifying', 'steam', 'and', 'removing', 'extraneous', 'matter', 'therefrom']",1
US506908A,1893-10-17,Method of operating steam-shovels and disposing of excavated material and apparatus for,"['PROPN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP']",[],1,0,14,"['method', 'of', 'operating', 'steam-shovels', 'and', 'disposing', 'of', 'excavated', 'material', 'and', 'apparatus', 'for']",1
US507680A,1893-10-31,ho dsd on,"['PROPN', 'ADV', 'ADP']",['PERSON'],1,1,3,"['ho', 'dsd', 'on']",1
US508709A,1893-11-14,Dam per-govern or,"['PROPN', 'ADP', 'PUNCT', 'NOUN', 'CCONJ']",[],1,0,5,"['dam', 'per-govern', 'or']",1
US509289A,1893-11-21,Apparatus for the separation of gold from,"['PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP']",[],1,0,7,"['apparatus', 'for', 'the', 'separation', 'of', 'gold', 'from']",1
US511840A,1894-01-02,Said speulda and du bois as,"['VERB', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'ADP']","['PERSON', 'PERSON']",1,1,6,"['said', 'speulda', 'and', 'du', 'bois', 'as']",1
US514156A,1894-02-06,Gael johan ltindstrom,"['PROPN', 'PROPN', 'ADP']",[],1,0,3,"['gael', 'johan', 'ltindstrom']",1
US517367A,1894-03-27,Apparatus for in,"['PROPN', 'ADP', 'ADP']",[],1,0,3,"['apparatus', 'for', 'in']",1
US523274A,1894-07-17,Apparatus for collecting drippings from beer-faucets and returning same to kegs under,"['PROPN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'ADP', 'NOUN', 'ADP']",[],1,0,14,"['apparatus', 'for', 'collecting', 'drippings', 'from', 'beer-faucets', 'and', 'returning', 'same', 'to', 'kegs', 'under']",1
