patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts,misspelt_words,misspelt
US2100019A,1936-08-17,Windshield defroster blade,"['PROPN', 'NOUN', 'NOUN']",[],1,0,4,"['windshield', 'defroster', 'blade']",0,0,{'defroster'},1
US2100034A,1937-11-23,  wrenghi,"['PUNCT', 'PROPN']",[],1,0,3,"['-', 'wrenghi']",0,0,{'wrenghi'},1
US2100035A,1936-07-28,"Means for tying bottles together for stacking purposes, such as in displays","['PROPN', 'ADP', 'VERB', 'NOUN', 'ADV', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'ADP', 'NOUN']",[],1,0,14,"['means', 'for', 'tying', 'bottles', 'together', 'for', 'stacking', 'purposes,', 'such', 'as', 'in', 'displays']",0,0,"{'purposes,'}",1
US2100045A,1935-10-12,Deposition of metallic films from metal vaporized in vacuo,"['NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN']",[],1,0,10,"['deposition', 'of', 'metallic', 'films', 'from', 'metal', 'vaporized', 'in', 'vacuo']",0,0,{'vacuo'},1
US2100078A,1935-04-04,Multipleshade holder,"['PROPN', 'NOUN']",[],1,0,3,"['multipleshade', 'holder']",0,0,{'multipleshade'},1
US2100099A,1932-03-10,Refining lubricating oil with dichloroethyl ether,"['NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,7,"['refining', 'lubricating', 'oil', 'with', 'dichloroethyl', 'ether']",0,0,{'dichloroethyl'},1
US2100116A,1935-09-05,Method and apparatus for treating pyorrhea,"['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'PROPN']",[],1,0,7,"['method', 'and', 'apparatus', 'for', 'treating', 'pyorrhea']",0,0,{'pyorrhea'},1
US2100134A,1933-11-25,Apparatus for projecting lenticular film,"['PROPN', 'ADP', 'VERB', 'ADJ', 'NOUN']",[],1,0,6,"['apparatus', 'for', 'projecting', 'lenticular', 'film']",0,0,{'lenticular'},1
US2100144A,1936-04-04,Conveyer propelled supply truck for use with shaking conveyers,"['PROPN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN']",[],1,0,11,"['conveyer-propelled', 'supply', 'truck', 'for', 'use', 'with', 'shaking', 'conveyers']",0,0,{'conveyers'},1
US2100149A,1934-12-18,"Method and arrangement for filtering waste water (back water) from paper, cellulose, and wood pulp factories, etc.","['PROPN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'X', 'X']",[],1,0,24,"['method', 'and', 'arrangement', 'for', 'filtering', 'waste', 'water', '(back', 'water)', 'from', 'paper,', 'cellulose,', 'and', 'wood', 'pulp', 'factories,', 'etc.']",0,0,"{'cellulose,', 'factories,', 'etc.', 'paper,', 'water)', '(back'}",1
